StockEndDate,assignmentClass,benefitsEligibilityStartDate,benefitsEndDate,bonusPayExpirationDate,createdBy,createdDateTime,createdOn,eligibleForSalContinuation,eligibleForStock,employeeFirstEmployment,endDate,firstDateWorked,includeAllRecords,initialOptionGrant,initialStockGrant,isContingentWorker,isECRecord,jobNumber,lastDateWorked,lastModifiedBy,ElastModifiedDateTime,lastModifiedOn,okToRehire,originalStartDate,payrollEndDate,personIdExternal,prevEmployeeId,professionalServiceDate,regretTermination,salaryEndDate,seniorityDate,serviceDate,startDate,userID
,ST,,,,,,,,,,20151203,,,,,,,,,,,,,20051004,,P00036,,,,,,,20051004,E100042
,ST,,,,,,,,,,20161231,,,,,,,,,,,,,20151201,,P00473,,,,,,,20151201,E100612
,ST,,,,,,,,,,,,,,,,,,,,,,,20061101,,P00120,,,,,,,20061101,E100143
,ST,,,,,,,,,,,,,,,,,,,,,,,20140805,,P00896,,,,,,,20140805,E101343
,ST,,,,,,,,,,20150912,,,,,,,,,,,,,20140519,,P00803,,,,,,,20140218,E101169
,ST,,,,,,,,,,20150120,,,,,,,,,,,,,20140501,,P00855,,,,,,,20140501,E101258
,ST,,,,,,,,,,20150507,,,,,,,,,,,,,20140128,,P00759,,,,,,,20140128,E101105
,ST,,,,,,,,,,20160116,,,,,,,,,,,,,20081119,,P00233,,,,,,,20081119,E100290
,ST,,,,,,,,,,,,,,,,,,,,,,,20080924,,P00210,,,,,,,20080924,E100258
,ST,,,,,,,,,,,,,,,,,,,,,,,20120905,,P00504,,,,,,,20120905,E100662
,ST,,,,,,,,,,20161130,,,,,,,,,,,,,20130924,,P00734,,,,,,,20130924,E101063
,ST,,,,,,,,,,,,,,,,,,,,,,,20120905,,P00609,,,,,,,20120905,E100834
,ST,,,,,,,,,,,,,,,,,,,,,,,20110628,,P00438,,,,,,,20110628,E100569
,ST,,,,,,,,,,,,,,,,,,,,,,,20100505,,P00326,,,,,,,20100505,E100419
,ST,,,,,,,,,,,,,,,,,,,,,,,20110118,,P00407,,,,,,,20110118,E100524
,ST,,,,,,,,,,20150627,,,,,,,,,,,,,20081001,,P00218,,,,,,,20081001,E100270
,ST,,,,,,,,,,,,,,,,,,,,,,,20120627,,P00536,,,,,,,20120627,E100715
,ST,,,,,,,,,,20140812,,,,,,,,,,,,,20110517,,P00428,,,,,,,20110517,E100556
,ST,,,,,,,,,,,,,,,,,,,,,,,20140422,,P00845,,,,,,,20140422,E101243
,ST,,,,,,,,,,,,,,,,,,,,,,,20130401,,P00127,,,,,,,20130401,E100151
,ST,,,,,,,,,,,,,,,,,,,,,,,20140701,,P00717,,,,,,,20130806,E101033
,ST,,,,,,,,,,,,,,,,,,,,,,,20120901,,P00525,,,,,,,20120901,E100699
,ST,,,,,,,,,,,,,,,,,,,,,,,20090317,,P00242,,,,,,,20090317,E100302
,ST,,,,,,,,,,20140621,,,,,,,,,,,,,20110426,,P00420,,,,,,,20110426,E100544
,ST,,,,,,,,,,,,,,,,,,,,,,,20070724,,P00149,,,,,,,20070724,E100180
,ST,,,,,,,,,,20151210,,,,,,,,,,,,,20120502,,P00532,,,,,,,20120502,E100709
,ST,,,,,,,,,,,,,,,,,,,,,,,19950111,,P00066,,,,,,,20030621,E100079
,ST,,,,,,,,,,20161122,,,,,,,,,,,,,20161126,,P02067,,,,,,,20161126,E100001
,ST,,,,,,,,,,,,,,,,,,,,,,,20161130,,P02068,,,,,,,20161130,E102072
,ST,,,,,,,,,,,,,,,,,,,,,,,20161130,,P02069,,,,,,,20161130,E102073
,ST,,,,,,,,,,20161123,,,,,,,,,,,,,20161123,,P02070,,,,,,,20161123,E102146
,ST,,,,,,,,,,20161122,,,,,,,,,,,,,20161123,,P02071,,,,,,,20161123,E102147
,ST,,,,,,,,,,20161123,,,,,,,,,,,,,20161123,,P02072,,,,,,,20161123,E102145
,ST,,,,,,,,,,20161123,,,,,,,,,,,,,20161123,,P02073,,,,,,,20161123,E102144
,ST,,,,,,,,,,,,,,,,,,,,,,,20100119,,P00306,,,,,,,20100119,E100393
,ST,,,,,,,,,,,,,,,,,,,,,,,20110906,,P00446,,,,,,,20110906,E100579
,ST,,,,,,,,,,,,,,,,,,,,,,,20080129,,P00178,,,,,,,20080129,E100221
,ST,,,,,,,,,,20150630,,,,,,,,,,,,,20090804,,P00278,,,,,,,20090804,E100349
,ST,,,,,,,,,,,,,,,,,,,,,,,20110208,,P00380,,,,,,,20110208,E100488
,ST,,,,,,,,,,,,,,,,,,,,,,,20140902,,P00785,,,,,,,20140902,E101143
,ST,,,,,,,,,,,,,,,,,,,,,,,20111213,,P00442,,,,,,,20111213,E100573
,ST,,,,,,,,,,,,,,,,,,,,,,,20120531,,P00553,,,,,,,20120531,E100744
,ST,,,,,,,,,,,,,,,,,,,,,,,20090101,,P00244,,,,,,,20090101,E100304
,ST,,,,,,,,,,20160902,,,,,,,,,,,,,20120208,,P00529,,,,,,,20120208,E100706
,ST,,,,,,,,,,,,,,,,,,,,,,,20141015,,P00934,,,,,,,20141015,E101408
,ST,,,,,,,,,,,,,,,,,,,,,,,20061101,,P00126,,,,,,,20061101,E100149
,ST,,,,,,,,,,,,,,,,,,,,,,,20130430,,P00693,,,,,,,20130430,E100986
,ST,,,,,,,,,,20141231,,,,,,,,,,,,,20100907,,P00338,,,,,,,20100907,E100435
,ST,,,,,,,,,,20150926,,,,,,,,,,,,,20131105,,P00757,,,,,,,20131105,E101103
,ST,,,,,,,,,,,,,,,,,,,,,,,20100901,,P00356,,,,,,,20100901,E100459
,ST,,,,,,,,,,,,,,,,,,,,,,,20140326,,P00780,,,,,,,20140326,E101138
,ST,,,,,,,,,,,,,,,,,,,,,,,20100727,,P00339,,,,,,,20100727,E100436
,ST,,,,,,,,,,,,,,,,,,,,,,,20111201,,P00427,,,,,,,20111201,E100551
,ST,,,,,,,,,,,,,,,,,,,,,,,20120928,,P00540,,,,,,,20120928,E100721
,ST,,,,,,,,,,,,,,,,,,,,,,,20140101,,P00604,,,,,,,20120808,E100828
,ST,,,,,,,,,,,,,,,,,,,,,,,20130920,,P00702,,,,,,,20130920,E101007
,ST,,,,,,,,,,20170224,,,,,,,,,,,,,20161007,,P01983,,,,,,,20161007,E102023
,ST,,,,,,,,,,,,,,,,,,,,,,,20160929,,P01984,,,,,,,20160929,E102024
,ST,,,,,,,,,,20161106,,,,,,,,,,,,,20161005,,P01985,,,,,,,20161005,E102031
,ST,,,,,,,,,,,,,,,,,,,,,,,20170704,,P01986,,,,,,,20170704,E102032
,ST,,,,,,,,,,,,,,,,,,,,,,,20170208,,P01987,,,,,,,20170208,E102033
,ST,,,,,,,,,,,,,,,,,,,,,,,20161012,,P01988,,,,,,,20161012,E102034
,ST,,,,,,,,,,,,,,,,,,,,,,,20170301,,P01989,,,,,,,20170301,E102035
,ST,,,,,,,,,,,,,,,,,,,,,,,20161019,,P01990,,,,,,,20161019,E102037
,ST,,,,,,,,,,,,,,,,,,,,,,,20161012,,P01991,,,,,,,20161012,E102038
,ST,,,,,,,,,,,,,,,,,,,,,,,20161012,,P01992,,,,,,,20161012,E102039
,ST,,,,,,,,,,,,,,,,,,,,,,,20170101,,P01993,,,,,,,20170101,E102040
,ST,,,,,,,,,,,,,,,,,,,,,,,20140801,,P00849,,,,,,,20140801,E101248
,ST,,,,,,,,,,,,,,,,,,,,,,,20050105,,P00055,,,,,,,20050105,E100067
,ST,,,,,,,,,,,,,,,,,,,,,,,20141118,,P00550,,,,,,,20141118,E100737
,ST,,,,,,,,,,,,,,,,,,,,,,,20080326,,P00181,,,,,,,20080326,E100225
,ST,,,,,,,,,,20160903,,,,,,,,,,,,,20111025,,P00494,,,,,,,20111025,E100649
,ST,,,,,,,,,,,,,,,,,,,,,,,20091201,,P00303,,,,,,,20091201,E100390
,ST,,,,,,,,,,,,,,,,,,,,,,,20130903,,P00719,,,,,,,20130903,E101035
,ST,,,,,,,,,,20150711,,,,,,,,,,,,,20111004,,P00463,,,,,,,20111004,E100601
,ST,,,,,,,,,,,,,,,,,,,,,,,20120131,,P00465,,,,,,,20120131,E100603
,ST,,,,,,,,,,20160720,,,,,,,,,,,,,20140930,,P00926,,,,,,,20140930,E101397
,ST,,,,,,,,,,,,,,,,,,,,,,,20120307,,P00541,,,,,,,20120307,E100722
,ST,,,,,,,,,,,,,,,,,,,,,,,20130402,,P00665,,,,,,,20130402,E100933
,ST,,,,,,,,,,,,,,,,,,,,,,,20120214,,P00528,,,,,,,20120214,E100705
,ST,,,,,,,,,,,,,,,,,,,,,,,20100202,,P00316,,,,,,,20100202,E100405
,ST,,,,,,,,,,20151120,,,,,,,,,,,,,20120921,,P00614,,,,,,,20120921,E100843
,ST,,,,,,,,,,20170420,,,,,,,,,,,,,20100427,,P00324,,,,,,,20100427,E100417
,ST,,,,,,,,,,,,,,,,,,,,,,,20100713,,P00357,,,,,,,20100713,E100463
,ST,,,,,,,,,,,,,,,,,,,,,,,20140603,,P00605,,,,,,,20140603,E100829
,ST,,,,,,,,,,20161109,,,,,,,,,,,,,20141001,,P00883,,,,,,,20141001,E101319
,ST,,,,,,,,,,,,,,,,,,,,,,,20120701,,P00587,,,,,,,20120701,E100795
,ST,,,,,,,,,,,,,,,,,,,,,,,20121026,,P00630,,,,,,,20121026,E100870
,ST,,,,,,,,,,,,,,,,,,,,,,,20140204,,P00753,,,,,,,20140204,E101098
,ST,,,,,,,,,,20160715,,,,,,,,,,,,,20110614,,P00451,,,,,,,20110614,E100588
,ST,,,,,,,,,,,,,,,,,,,,,,,20140221,,P00679,,,,,,,20140221,E100959
,ST,,,,,,,,,,,,,,,,,,,,,,,20100316,,P00323,,,,,,,20100316,E100416
,ST,,,,,,,,,,20151212,,,,,,,,,,,,,20121010,,P00314,,,,,,,20140403,E100402
,ST,,,,,,,,,,,,,,,,,,,,,,,20120701,,P00510,,,,,,,20120701,E100673
,ST,,,,,,,,,,,,,,,,,,,,,,,20120425,,P00561,,,,,,,20120425,E100756
,ST,,,,,,,,,,,,,,,,,,,,,,,20111004,,P00482,,,,,,,20111004,E100627
,ST,,,,,,,,,,,,,,,,,,,,,,,20080129,,P00177,,,,,,,20080129,E100220
,ST,,,,,,,,,,20160403,,,,,,,,,,,,,20140121,,P00751,,,,,,,20140121,E101096
,ST,,,,,,,,,,,,,,,,,,,,,,,20110901,,P00363,,,,,,,20100907,E100470
,ST,,,,,,,,,,,,,,,,,,,,,,,20070905,,P00162,,,,,,,20070905,E100197
,ST,,,,,,,,,,,,,,,,,,,,,,,20120627,,P00594,,,,,,,20120627,E100805
,ST,,,,,,,,,,20160605,,,,,,,,,,,,,20130903,,P00660,,,,,,,20130903,E100925
,ST,,,,,,,,,,,,,,,,,,,,,,,20141104,,P00945,,,,,,,20141104,E101425
,ST,,,,,,,,,,,,,,,,,,,,,,,20130104,,P00649,,,,,,,20130104,E100906
,ST,,,,,,,,,,,,,,,,,,,,,,,20120803,,P00588,,,,,,,20120803,E100796
,ST,,,,,,,,,,,,,,,,,,,,,,,20110701,,P00364,,,,,,,20101001,E100471
,ST,,,,,,,,,,,,,,,,,,,,,,,20120516,,P00513,,,,,,,20120516,E100680
,ST,,,,,,,,,,,,,,,,,,,,,,,20041208,,P00060,,,,,,,20041208,E100073
,ST,,,,,,,,,,,,,,,,,,,,,,,20090519,,P00234,,,,,,,20090519,E100291
,ST,,,,,,,,,,,,,,,,,,,,,,,20170215,,P02081,,,,,,,20170215,E102071
,ST,,,,,,,,,,,,,,,,,,,,,,,20161207,,P02082,,,,,,,20161207,E102083
,ST,,,,,,,,,,,,,,,,,,,,,,,20161130,,P02083,,,,,,,20161130,E102079
,ST,,,,,,,,,,,,,,,,,,,,,,,20161123,,P02084,,,,,,,20161123,E102081
,ST,,,,,,,,,,,,,,,,,,,,,,,20170104,,P02085,,,,,,,20170104,E102091
,ST,,,,,,,,,,,,,,,,,,,,,,,20161130,,P02086,,,,,,,20161130,E102082
,ST,,,,,,,,,,,,,,,,,,,,,,,20180101,,P02087,,,,,,,20180101,E102087
,ST,,,,,,,,,,,,,,,,,,,,,,,20180101,,P02088,,,,,,,20180101,E102092
,ST,,,,,,,,,,,,,,,,,,,,,,,20161109,,P02089,,,,,,,20161109,E102065
,ST,,,,,,,,,,20170131,,,,,,,,,,,,,20140101,,P00771,,,,,,,20140101,E101122
,ST,,,,,,,,,,,,,,,,,,,,,,,20100905,,P00371,,,,,,,20100905,E100478
,ST,,,,,,,,,,20150310,,,,,,,,,,,,,20100907,,P00319,,,,,,,20100907,E100408
,ST,,,,,,,,,,,,,,,,,,,,,,,20100601,,P00336,,,,,,,20100601,E100433
,ST,,,,,,,,,,,,,,,,,,,,,,,20110906,,P00392,,,,,,,20110906,E100502
,ST,,,,,,,,,,,,,,,,,,,,,,,20100416,,P00333,,,,,,,20100416,E100429
,ST,,,,,,,,,,,,,,,,,,,,,,,20140114,,P00737,,,,,,,20140114,E101067
,ST,,,,,,,,,,20150913,,,,,,,,,,,,,20090804,,P00277,,,,,,,20090804,E100348
,ST,,,,,,,,,,,,,,,,,,,,,,,20120705,,P00591,,,,,,,20120705,E100800
,ST,,,,,,,,,,20150126,,,,,,,,,,,,,20130820,,P00685,,,,,,,20130820,E100967
,ST,,,,,,,,,,20150829,,,,,,,,,,,,,20140902,,P00782,,,,,,,20140902,E101140
,ST,,,,,,,,,,,,,,,,,,,,,,,20140101,,P00749,,,,,,,20131015,E101094
,ST,,,,,,,,,,20160331,,,,,,,,,,,,,20140219,,P00806,,,,,,,20140219,E101172
,ST,,,,,,,,,,,,,,,,,,,,,,,20140114,,P00776,,,,,,,20140114,E101134
,ST,,,,,,,,,,20160102,,,,,,,,,,,,,20140401,,P00834,,,,,,,20140401,E101226
,ST,,,,,,,,,,,,,,,,,,,,,,,20090115,,P00247,,,,,,,20090115,E100310
,ST,,,,,,,,,,20150228,,,,,,,,,,,,,20100601,,P00343,,,,,,,20100601,E100440
,ST,,,,,,,,,,,,,,,,,,,,,,,20140902,,P00783,,,,,,,20140902,E101141
,ST,,,,,,,,,,20150502,,,,,,,,,,,,,20130910,,P00728,,,,,,,20130910,E101051
,ST,,,,,,,,,,,,,,,,,,,,,,,20090825,,P00291,,,,,,,20090825,E100372
,ST,,,,,,,,,,,,,,,,,,,,,,,20141015,,P00933,,,,,,,20141015,E101407
,ST,,,,,,,,,,,,,,,,,,,,,,,20160824,,P01943,,,,,,,20160824,E101984
,ST,,,,,,,,,,20160804,,,,,,,,,,,,,20160803,,P01944,,,,,,,20160803,E101985
,ST,,,,,,,,,,,,,,,,,,,,,,,20161026,,P01945,,,,,,,20161026,E101986
,ST,,,,,,,,,,20160814,,,,,,,,,,,,,20160810,,P01946,,,,,,,20160810,E101991
,ST,,,,,,,,,,,,,,,,,,,,,,,20160901,,P01947,,,,,,,20160901,E101992
,ST,,,,,,,,,,,,,,,,,,,,,,,20160811,,P01948,,,,,,,20160811,E101993
,ST,,,,,,,,,,20160828,,,,,,,,,,,,,20160824,,P01949,,,,,,,20160824,E101994
,ST,,,,,,,,,,20161030,,,,,,,,,,,,,20160707,,P01950,,,,,,,20160707,E101953
,ST,,,,,,,,,,,,,,,,,,,,,,,20160817,,P01951,,,,,,,20160817,E100353
,ST,,,,,,,,,,,,,,,,,,,,,,,20140916,,P00873,,,,,,,20140916,E101308
,ST,,,,,,,,,,20160430,,,,,,,,,,,,,20080910,,P00208,,,,,,,20080910,E100256
,ST,,,,,,,,,,,,,,,,,,,,,,,20111101,,P00462,,,,,,,20111101,E100600
,ST,,,,,,,,,,,,,,,,,,,,,,,20140827,,P00862,,,,,,,20140827,E101279
,ST,,,,,,,,,,,,,,,,,,,,,,,20140429,,P00812,,,,,,,20140429,E101182
,ST,,,,,,,,,,,,,,,,,,,,,,,20121011,,P00624,,,,,,,20121011,E100858
,ST,,,,,,,,,,,,,,,,,,,,,,,20100601,,P00335,,,,,,,20100601,E100432
,ST,,,,,,,,,,20150708,,,,,,,,,,,,,20070601,,P00121,,,,,,,20061003,E100144
,ST,,,,,,,,,,,,,,,,,,,,,,,20120801,,P00583,,,,,,,20120801,E100789
,ST,,,,,,,,,,,,,,,,,,,,,,,20130430,,P00655,,,,,,,20130430,E100917
,ST,,,,,,,,,,,,,,,,,,,,,,,20080814,,P00205,,,,,,,20080814,E100253
,ST,,,,,,,,,,,,,,,,,,,,,,,20091117,,P00298,,,,,,,20091117,E100382
,ST,,,,,,,,,,,,,,,,,,,,,,,20120406,,P00503,,,,,,,20120406,E100661
,ST,,,,,,,,,,20150411,,,,,,,,,,,,,20131029,,P00743,,,,,,,20131029,E101076
,ST,,,,,,,,,,,,,,,,,,,,,,,20120718,,P00596,,,,,,,20120718,E100814
,ST,,,,,,,,,,,,,,,,,,,,,,,20120705,,P00592,,,,,,,20120705,E100802
,ST,,,,,,,,,,,,,,,,,,,,,,,20140827,,P00891,,,,,,,20140827,E101332
,ST,,,,,,,,,,20161230,,,,,,,,,,,,,20110901,,P00475,,,,,,,20110901,E100614
,ST,,,,,,,,,,,,,,,,,,,,,,,20080425,,P00188,,,,,,,20080425,E100234
,ST,,,,,,,,,,,,,,,,,,,,,,,20060104,,P00011,,,,,,,20060104,E100013
,ST,,,,,,,,,,,,,,,,,,,,,,,20050927,,P00041,,,,,,,20050927,E100048
,ST,,,,,,,,,,,,,,,,,,,,,,,20141014,,P00929,,,,,,,20141014,E101403
,ST,,,,,,,,,,,,,,,,,,,,,,,20080904,,P00213,,,,,,,20080904,E100263
,ST,,,,,,,,,,,,,,,,,,,,,,,20080129,,P00179,,,,,,,20080129,E100222
,ST,,,,,,,,,,,,,,,,,,,,,,,20080514,,P00186,,,,,,,20080514,E100232
,ST,,,,,,,,,,20160120,,,,,,,,,,,,,20070801,,P00133,,,,,,,20061114,E100159
,ST,,,,,,,,,,,,,,,,,,,,,,,20090527,,P00267,,,,,,,20090527,E100336
,ST,,,,,,,,,,,,,,,,,,,,,,,20050810,,P00009,,,,,,,20050810,E100011
,ST,,,,,,,,,,,,,,,,,,,,,,,20131210,,P00741,,,,,,,20131210,E101073
,ST,,,,,,,,,,,,,,,,,,,,,,,20141125,,P00954,,,,,,,20141125,E101446
,ST,,,,,,,,,,,,,,,,,,,,,,,20131127,,P00758,,,,,,,20131127,E101104
,ST,,,,,,,,,,,,,,,,,,,,,,,20090401,,P00239,,,,,,,20090401,E100299
,ST,,,,,,,,,,,,,,,,,,,,,,,20060725,,P00109,,,,,,,20060712,E100126
,ST,,,,,,,,,,,,,,,,,,,,,,,20060104,,P00043,,,,,,,20060104,E100051
,ST,,,,,,,,,,,,,,,,,,,,,,,20100901,,P00359,,,,,,,20100901,E100465
,ST,,,,,,,,,,,,,,,,,,,,,,,20140204,,P00795,,,,,,,20140204,E101154
,ST,,,,,,,,,,,,,,,,,,,,,,,20090623,,P00280,,,,,,,20090623,E100351
,ST,,,,,,,,,,,,,,,,,,,,,,,20121205,,P00643,,,,,,,20121205,E100894
,ST,,,,,,,,,,20150221,,,,,,,,,,,,,20130123,,P00657,,,,,,,20130123,E100922
,ST,,,,,,,,,,,,,,,,,,,,,,,20141203,,P00912,,,,,,,20141203,E101375
,ST,,,,,,,,,,,,,,,,,,,,,,,20090515,,P00279,,,,,,,20090515,E100350
,ST,,,,,,,,,,20170211,,,,,,,,,,,,,20140624,,P00863,,,,,,,20140624,E101281
,ST,,,,,,,,,,,,,,,,,,,,,,,20130709,,P00714,,,,,,,20130709,E101030
,ST,,,,,,,,,,,,,,,,,,,,,,,20141118,,P00936,,,,,,,20141118,E101410
,ST,,,,,,,,,,20141129,,,,,,,,,,,,,20060801,,P00111,,,,,,,20060801,E100128
,ST,,,,,,,,,,,,,,,,,,,,,,,20070706,,P00155,,,,,,,20070706,E100188
,ST,,,,,,,,,,,,,,,,,,,,,,,20140812,,P00897,,,,,,,20140812,E101344
,ST,,,,,,,,,,20150731,,,,,,,,,,,,,20130823,,P00716,,,,,,,20130823,E101032
,ST,,,,,,,,,,,,,,,,,,,,,,,20091013,,P00295,,,,,,,20091013,E100378
,ST,,,,,,,,,,,,,,,,,,,,,,,20090303,,P00224,,,,,,,20090303,E100280
,ST,,,,,,,,,,,,,,,,,,,,,,,20141028,,P00895,,,,,,,20141028,E101342
,ST,,,,,,,,,,,,,,,,,,,,,,,20080716,,P00197,,,,,,,20080716,E100244
,ST,,,,,,,,,,20150310,,,,,,,,,,,,,20140708,,P00858,,,,,,,20140708,E101264
,ST,,,,,,,,,,20150530,,,,,,,,,,,,,20141118,,P00627,,,,,,,20141015,E100866
,ST,,,,,,,,,,,,,,,,,,,,,,,20130402,,P00677,,,,,,,20130402,E100957
,ST,,,,,,,,,,,,,,,,,,,,,,,20140501,,P00851,,,,,,,20140501,E101251
,ST,,,,,,,,,,,,,,,,,,,,,,,20120411,,P00568,,,,,,,20120411,E100768
,ST,,,,,,,,,,,,,,,,,,,,,,,20090301,,P00256,,,,,,,20090301,E100323
,ST,,,,,,,,,,,,,,,,,,,,,,,20100930,,P00353,,,,,,,20100930,E100455
,ST,,,,,,,,,,20160724,,,,,,,,,,,,,20140408,,P00805,,,,,,,20140408,E101171
,ST,,,,,,,,,,,,,,,,,,,,,,,20100302,,P00311,,,,,,,20100302,E100399
,ST,,,,,,,,,,,,,,,,,,,,,,,20141118,,P00949,,,,,,,20141118,E101437
,ST,,,,,,,,,,,,,,,,,,,,,,,20130820,,P00738,,,,,,,20130820,E101068
,ST,,,,,,,,,,20151023,,,,,,,,,,,,,20080618,,P00195,,,,,,,20080618,E100241
,ST,,,,,,,,,,,,,,,,,,,,,,,20141015,,P00932,,,,,,,20141015,E101406
,ST,,,,,,,,,,,,,,,,,,,,,,,20160713,,P01952,,,,,,,20160713,E101960
,ST,,,,,,,,,,,,,,,,,,,,,,,20160724,,P01953,,,,,,,20160724,E101982
,ST,,,,,,,,,,,,,,,,,,,,,,,20160901,,P01954,,,,,,,20160901,E102002
,ST,,,,,,,,,,,,,,,,,,,,,,,20160720,,P01955,,,,,,,20160720,E101974
,ST,,,,,,,,,,,,,,,,,,,,,,,20160928,,P01956,,,,,,,20160928,E102029
,ST,,,,,,,,,,,,,,,,,,,,,,,20160611,,P01957,,,,,,,20160611,E101938
,ST,,,,,,,,,,,,,,,,,,,,,,,20160908,,P01958,,,,,,,20160908,E102025
,ST,,,,,,,,,,,,,,,,,,,,,,,20160810,,P01959,,,,,,,20160810,E102026
,ST,,,,,,,,,,,,,,,,,,,,,,,20160904,,P01960,,,,,,,20160904,E102027
,ST,,,,,,,,,,,,,,,,,,,,,,,20050329,,P00072,,,,,,,20050329,E100085
,ST,,,,,,,,,,,,,,,,,,,,,,,20090325,,P00240,,,,,,,20090325,E100300
,ST,,,,,,,,,,,,,,,,,,,,,,,20140826,,P00910,,,,,,,20140826,E101370
,ST,,,,,,,,,,,,,,,,,,,,,,,20110308,,P00401,,,,,,,20110308,E100514
,ST,,,,,,,,,,,,,,,,,,,,,,,20100330,,P00309,,,,,,,20100330,E100396
,ST,,,,,,,,,,,,,,,,,,,,,,,20111101,,P00480,,,,,,,20111101,E100624
,ST,,,,,,,,,,20150319,,,,,,,,,,,,,20121205,,P00642,,,,,,,20121205,E100893
,ST,,,,,,,,,,,,,,,,,,,,,,,20110719,,P00457,,,,,,,20110719,E100594
,ST,,,,,,,,,,,,,,,,,,,,,,,20120601,,P00555,,,,,,,20120601,E100746
,ST,,,,,,,,,,,,,,,,,,,,,,,20111104,,P00466,,,,,,,20111104,E100604
,ST,,,,,,,,,,,,,,,,,,,,,,,20081029,,P00226,,,,,,,20081029,E100282
,ST,,,,,,,,,,,,,,,,,,,,,,,20140610,,P00841,,,,,,,20140610,E101234
,ST,,,,,,,,,,20160507,,,,,,,,,,,,,20140902,,P00813,,,,,,,20140902,E101184
,ST,,,,,,,,,,,,,,,,,,,,,,,20140722,,P00905,,,,,,,20140722,E101356
,ST,,,,,,,,,,,,,,,,,,,,,,,20090211,,P00250,,,,,,,20090211,E100313
,ST,,,,,,,,,,20160925,,,,,,,,,,,,,20120905,,P00599,,,,,,,20120905,E100823
,ST,,,,,,,,,,20150331,,,,,,,,,,,,,19990701,,P00018,,,,,,,20030621,E100021
,ST,,,,,,,,,,,,,,,,,,,,,,,20100629,,P00346,,,,,,,20100629,E100448
,ST,,,,,,,,,,,,,,,,,,,,,,,20111220,,P00384,,,,,,,20101130,E100492
,ST,,,,,,,,,,,,,,,,,,,,,,,20120906,,P00615,,,,,,,20120906,E100845
,ST,,,,,,,,,,,,,,,,,,,,,,,20120404,,P00557,,,,,,,20120404,E100751
,ST,,,,,,,,,,,,,,,,,,,,,,,20070522,,P00142,,,,,,,20070522,E100173
,ST,,,,,,,,,,20170307,,,,,,,,,,,,,20130503,,P00687,,,,,,,20130503,E100970
,ST,,,,,,,,,,,,,,,,,,,,,,,20041013,,P00056,,,,,,,20041013,E100068
,ST,,,,,,,,,,,,,,,,,,,,,,,20120815,,P00611,,,,,,,20120815,E100838
,ST,,,,,,,,,,20170610,,,,,,,,,,,,,20100105,,P00275,,,,,,,20100105,E100346
,ST,,,,,,,,,,,,,,,,,,,,,,,20140902,,P00894,,,,,,,20140902,E101337
,ST,,,,,,,,,,,,,,,,,,,,,,,20131114,,P00768,,,,,,,20131114,E101117
,ST,,,,,,,,,,,,,,,,,,,,,,,20141216,,P00939,,,,,,,20141216,E101413
,ST,,,,,,,,,,,,,,,,,,,,,,,20141118,,P00948,,,,,,,20141118,E101435
,ST,,,,,,,,,,,,,,,,,,,,,,,20070904,,P00160,,,,,,,20070904,E100195
,ST,,,,,,,,,,,,,,,,,,,,,,,20060516,,P00164,,,,,,,20060516,E100201
,ST,,,,,,,,,,,,,,,,,,,,,,,20100921,,P00374,,,,,,,20100921,E100481
,ST,,,,,,,,,,,,,,,,,,,,,,,20120404,,P00585,,,,,,,20120404,E100792
,ST,,,,,,,,,,,,,,,,,,,,,,,20130514,,P00663,,,,,,,20130514,E100928
,ST,,,,,,,,,,20150829,,,,,,,,,,,,,20140902,,P00831,,,,,,,20140902,E101223
,ST,,,,,,,,,,,,,,,,,,,,,,,20110510,,P00426,,,,,,,20110510,E100550
,ST,,,,,,,,,,,,,,,,,,,,,,,20101007,,P00347,,,,,,,20101007,E100449
,ST,,,,,,,,,,,,,,,,,,,,,,,20050126,,P00096,,,,,,,20050126,E100111
,ST,,,,,,,,,,20140731,,,,,,,,,,,,,20080806,,P00202,,,,,,,20080806,E100250
,ST,,,,,,,,,,,,,,,,,,,,,,,20141209,,P00955,,,,,,,20141209,E101457
,ST,,,,,,,,,,,,,,,,,,,,,,,20140520,,P00864,,,,,,,20140520,E101282
,ST,,,,,,,,,,,,,,,,,,,,,,,20161201,,P02090,,,,,,,20161201,E102094
,ST,,,,,,,,,,,,,,,,,,,,,,,20180101,,P02091,,,,,,,20180101,E102084
,ST,,,,,,,,,,,,,,,,,,,,,,,20180101,,P02092,,,,,,,20180101,E102085
,ST,,,,,,,,,,,,,,,,,,,,,,,20161130,,P02093,,,,,,,20161130,E102095
,ST,,,,,,,,,,,,,,,,,,,,,,,20180101,,P02094,,,,,,,20180101,E102089
,ST,,,,,,,,,,,,,,,,,,,,,,,20180101,,P02095,,,,,,,20180101,E102086
,ST,,,,,,,,,,,,,,,,,,,,,,,20161124,,P02096,,,,,,,20161124,E102093
,ST,,,,,,,,,,,,,,,,,,,,,,,20161130,,P02097,,,,,,,20161130,E102080
,ST,,,,,,,,,,,,,,,,,,,,,,,20110920,,P00495,,,,,,,20110920,E100650
,ST,,,,,,,,,,,,,,,,,,,,,,,20091201,,P00305,,,,,,,20091201,E100392
,ST,,,,,,,,,,,,,,,,,,,,,,,20141202,,P00942,,,,,,,20141202,E101420
,ST,,,,,,,,,,,,,,,,,,,,,,,20120504,,P00554,,,,,,,20120504,E100745
