"ROW_ID","OBJECT_TYPE","INTERNAL_ID","EFFECTIVE_START_DATE","EFFECTIVE_END_DATE","EFFECTIVE_STATUS","EXTERNAL_CODE","EXTERNAL_NAME","SF_FIELD1","SF_FIELD2","SF_FIELD3","SF_FIELD4","SF_FIELD5","SF_FIELD6","SF_FIELD7","SF_FIELD8","SF_FIELD9","SF_FIELD10","SF_FIELD11","SF_FIELD12","SF_FIELD13","SF_FIELD14","SF_FIELD15","CUSTOM_FIELD1","CUSTOM_FIELD2","CREATED_DATE","LAST_MODIFIED_DATE","PARENT_ROW_ID","RECORD_STATUS","OBJECT_TYPE_ID"
"26322","GOFieldDefinition","1006323","19000101","99991231","A","effectiveStartDate","effectiveStartDate",,"FALSE","NOT_VISIBLE","1006325",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","26293","N","7"
"70009","GOFieldDefinition","4000010","19000101","99991231","A","effectiveStartDate","effectiveStartDate",,"TRUE","EDITABLE","4000012",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160722","20160722","70001","N","7"
"80012","GOFieldDefinition","4500026","19000101","99991231","A","effectiveStartDate","effectiveStartDate",,"TRUE","EDITABLE","4500028",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160722","20160722","80010","N","7"
"90009","GOFieldDefinition","5000023","19000101","99991231","A","effectiveStartDate","effectiveStartDate",,"TRUE","EDITABLE","5000025",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160722","20160722","90007","N","7"
"90070","GOFieldDefinition","5000097","19000101","99991231","A","effectiveStartDate","effectiveStartDate",,"TRUE","EDITABLE","5000099",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160722","20160722","90062","N","7"
"90241","GOFieldDefinition","5000281","19000101","99991231","A","effectiveStartDate","effectiveStartDate",,"TRUE","EDITABLE","5000283",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160722","20160724","90233","N","7"
"90445","GOFieldDefinition","6500072","19000101","99991231","A","effectiveStartDate","effectiveStartDate",,"TRUE","EDITABLE","6500074",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160724","20160724","90440","N","7"
"91003","GOFieldDefinition","5001507","19000101","99991231","A","effectiveStartDate","effectiveStartDate",,"TRUE","EDITABLE","5001509",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160722","20160722","91001","N","7"
"91086","GOFieldDefinition","5001600","19000101","99991231","A","effectiveStartDate","effectiveStartDate",,"TRUE","EDITABLE","5001602",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160722","20160722","91084","N","7"
"91139","GOFieldDefinition","5001666","19000101","99991231","A","effectiveStartDate","effectiveStartDate",,"TRUE","EDITABLE","5001668",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160722","20160722","91137","N","7"
"110110","GOFieldDefinition","6500263","19000101","99991231","A","effectiveStartDate","effectiveStartDate",,"TRUE","EDITABLE","6500265",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160724","20160724","110102","N","7"
"110282","GOFieldDefinition","6500460","19000101","99991231","A","effectiveStartDate","effectiveStartDate",,"TRUE","EDITABLE","6500462",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160724","20160724","110274","N","7"
"680208","GOFieldDefinition","35000209","19000101","99991231","A","effectiveStartDate","effectiveStartDate",,"TRUE","EDITABLE","35000211",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160905","20160905","680194","N","7"
"2610177","GOFieldDefinition","130000178","19000101","99991231","A","effectiveStartDate","effectiveStartDate",,"TRUE","EDITABLE","130000180",,"DATE","255",,,"TRUE","FALSE",,"FALSE",,"FALSE",,,"20161205","20161205","2610175","N","7"
"2610526","GOFieldDefinition","130000525","19000101","99991231","A","effectiveStartDate","effectiveStartDate",,"TRUE","EDITABLE","130000527",,"DATE","255",,,"TRUE","FALSE",,"FALSE",,"FALSE",,,"20161205","20161205","2610524","N","7"
"2610694","GOFieldDefinition","130000694","19000101","99991231","A","effectiveStartDate","effectiveStartDate",,"TRUE","EDITABLE","130000696",,"DATE","255",,,"TRUE","FALSE",,"FALSE",,"FALSE",,,"20161205","20161205","2610692","N","7"
"20569","GOFieldDefinition","1000581","19000101","99991231","A","effectiveStatus","effectiveStatusStr",,"TRUE","EDITABLE","1000583",,"ENUM","255","com.successfactors.fo.bean.eo.StatusEnum",,"FALSE","TRUE",,"FALSE",,"FALSE",,,"20160721","20160905","20555","N","7"
"21388","GOFieldDefinition","1001389","19000101","99991231","A","effectiveStatus","effectiveStatusStr",,"TRUE","EDITABLE","1001391",,"ENUM","255","com.successfactors.fo.bean.eo.StatusEnum",,"FALSE","TRUE",,"FALSE",,"FALSE",,,"20160721","20161205","21374","N","7"
"21645","GOFieldDefinition","1001646","19000101","99991231","A","effectiveStatus","effectiveStatusStr",,"TRUE","EDITABLE","1001648",,"ENUM","255","com.successfactors.fo.bean.eo.StatusEnum",,"FALSE","TRUE",,"FALSE",,"FALSE",,,"20160721","20161205","21631","N","7"
"21827","GOFieldDefinition","1001828","19000101","99991231","A","effectiveStatus","effectiveStatusStr",,"TRUE","EDITABLE","1001830",,"ENUM","255","com.successfactors.fo.bean.eo.StatusEnum",,"FALSE","TRUE",,"FALSE",,"FALSE",,,"20160721","20161205","21813","N","7"
"21892","GOFieldDefinition","1001893","19000101","99991231","A","effectiveStatus","effectiveStatusStr",,"TRUE","EDITABLE","1001895",,"ENUM","255","com.successfactors.fo.bean.eo.StatusEnum",,"FALSE","TRUE",,"FALSE",,"FALSE",,,"20160721","20161205","21878","N","7"
"23625","GOFieldDefinition","1003646","19000101","99991231","A","effectiveStatus","effectiveStatusStr",,"TRUE","EDITABLE","1003648",,"ENUM","255","com.successfactors.fo.bean.eo.StatusEnum",,"FALSE","TRUE",,"FALSE",,"FALSE",,,"20160721","20161205","23611","N","7"
"24704","GOFieldDefinition","1004711","19000101","99991231","A","effectiveStatus","effectiveStatusStr",,"TRUE","EDITABLE","1004713",,"ENUM","255","com.successfactors.fo.bean.eo.StatusEnum",,"FALSE","TRUE",,"FALSE",,"FALSE",,,"20160721","20161205","24690","N","7"
"26311","GOFieldDefinition","1006312","19000101","99991231","A","effectiveStatus","effectiveStatusStr",,"TRUE","EDITABLE","1006314",,"ENUM","255","com.successfactors.fo.bean.eo.StatusEnum",,"FALSE","TRUE",,"FALSE",,"FALSE",,,"20160721","20160721","26293","N","7"
"680033","GOFieldDefinition","35000038","19000101","99991231","A","effectiveStatus","effectiveStatusStr",,"TRUE","EDITABLE","35000040",,"ENUM","255","com.successfactors.fo.bean.eo.StatusEnum",,"FALSE","TRUE",,"FALSE",,"FALSE",,,"20160905","20161205","680007","N","7"
"2610189","GOFieldDefinition","130000190","19000101","99991231","A","effectiveStatus","effectiveStatusStr",,"TRUE","EDITABLE","130000192",,"ENUM","255","com.successfactors.fo.bean.eo.StatusEnum",,"FALSE","TRUE",,"FALSE",,"FALSE",,,"20161205","20161205","2610175","N","7"
"2610538","GOFieldDefinition","130000537","19000101","99991231","A","effectiveStatus","effectiveStatusStr",,"TRUE","EDITABLE","130000539",,"ENUM","255","com.successfactors.fo.bean.eo.StatusEnum",,"FALSE","TRUE",,"FALSE",,"FALSE",,,"20161205","20161205","2610524","N","7"
"2610625","GOFieldDefinition","130000650","19000101","99991231","A","effectiveStatus","effectiveStatusStr",,"TRUE","NOT_VISIBLE","130000652",,"ENUM","255","com.successfactors.fo.bean.eo.StatusEnum",,"FALSE","TRUE",,"FALSE",,"FALSE",,,"20161205","20161205","2610617","N","7"
"2610706","GOFieldDefinition","130000706","19000101","99991231","A","effectiveStatus","effectiveStatusStr",,"TRUE","EDITABLE","130000708",,"ENUM","255","com.successfactors.fo.bean.eo.StatusEnum",,"FALSE","TRUE",,"FALSE",,"FALSE",,,"20161205","20161205","2610692","N","7"
"23562","GOFieldDefinition","1003562","19000101","99991231","A","eligibilityStatus","sfFields.sfField2",,"FALSE","EDITABLE","1003564",,"BOOLEAN","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","23557","N","7"
"25873","GOFieldDefinition","1005873","19000101","99991231","A","eligibleFrom","sfFields.sfField3",,"TRUE","EDITABLE","1005875",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","25865","N","7"
"680097","GOFieldDefinition","35000097","19000101","99991231","A","email","sfFields.sfField3",,"FALSE","EDITABLE","35000099",,"STRING","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160905","20160905","680077","N","7"
"2610477","GOFieldDefinition","130000475","19000101","99991231","A","employeeCategory","sfFields.sfField2",,"FALSE","EDITABLE","130000477",,"NUMBER","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20161205","20161205","2610470","N","7"
"24748","GOFieldDefinition","1004755","19000101","99991231","A","employeeClass","sfFields.sfField10",,"FALSE","EDITABLE","1004757",,"PICK_LIST","255","EmployeeClass",,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","24690","N","7"
"25444","GOFieldDefinition","1005444","19000101","99991231","A","employeeTime","sfFields.sfField5",,"FALSE","EDITABLE","1005446",,"GO","255","EmployeeTime",,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","25430","N","7"
"2561411","GOFieldDefinition","129501411","19000101","99991231","A","employeeTime","sfFields.sfField1",,"TRUE","EDITABLE","129501413",,"GO","255","EmployeeTime",,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20161205","20161205","2561409","N","7"
"23916","GOFieldDefinition","1003916","19000101","99991231","A","employerID","sfFields.sfField4",,"FALSE","EDITABLE","1003918",,"STRING","45",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","23905","N","7"
"680223","GOFieldDefinition","35000224","19000101","99991231","A","employerId","sfFields.sfField4",,"FALSE","EDITABLE","35000226",,"STRING","11",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160905","20160905","680194","N","7"
"22153","GOFieldDefinition","1002156","19000101","99991231","A","employmentId","sfFields.sfField3",,"TRUE","READ_ONLY","1002158",,"STRING","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","22139","N","7"
"20054","GOFieldDefinition","1000054","19000101","99991231","A","en_GB","customFields.customField1",,"FALSE","EDITABLE","1000055",,"STRING","255",,,"FALSE","TRUE",,"FALSE",,"FALSE",,,"20160721","20161205","20001","N","7"
"20012","GOFieldDefinition","1000012","19000101","99991231","A","en_US","sfFields.sfField1",,"FALSE","EDITABLE","1000014",,"STRING","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","20001","N","7"
"2562678","GOFieldDefinition","129502681","19000101","99991231","A","enabled","sfFields.sfField4",,"TRUE","EDITABLE","129502683",,"BOOLEAN","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20161205","20161205","2562660","N","7"
"21325","GOFieldDefinition","1001325","19000101","99991231","A","enabledInEssScenario","sfFields.sfField2",,"TRUE","EDITABLE","1001327",,"BOOLEAN","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","21319","N","7"
"21106","GOFieldDefinition","1001106","19000101","99991231","A","endDate","sfFields.sfField10",,"TRUE","EDITABLE","1001108",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","21074","N","7"
"22323","GOFieldDefinition","1002325","19000101","99991231","A","endDate","sfFields.sfField4",,"TRUE","EDITABLE","1002327",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","22312","N","7"
"25279","GOFieldDefinition","1005281","19000101","99991231","A","endDate","sfFields.sfField6",,"TRUE","EDITABLE","1005283",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","25268","N","7"
"25339","GOFieldDefinition","1005343","19000101","99991231","A","endDate","sfFields.sfField3",,"TRUE","EDITABLE","1005345",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","25334","N","7"
"26325","GOFieldDefinition","1006326","19000101","99991231","A","endDate","sfFields.sfField4",,"TRUE","EDITABLE","1006328",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","26293","N","7"
"680355","GOFieldDefinition","35000356","19000101","99991231","A","endDate","sfFields.sfField2",,"TRUE","EDITABLE","35000358",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160905","20161205","680347","N","7"
"22250","GOFieldDefinition","1002251","19000101","99991231","A","endDateWhenEarned","sfFields.sfField2",,"TRUE","READ_ONLY","1002253",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","22239","N","7"
"22162","GOFieldDefinition","1002165","19000101","99991231","A","endDateWhenPaid","sfFields.sfField6",,"TRUE","READ_ONLY","1002167",,"DATE","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","22139","N","7"
"2561224","GOFieldDefinition","129501232","19000101","99991231","A","endTime","sfFields.sfField24",,"FALSE","EDITABLE","129501234",,"TIME","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20161205","20161205","22312","N","7"
"2561241","GOFieldDefinition","129501241","19000101","99991231","A","endTime","sfFields.sfField14",,"FALSE","READ_ONLY","129501243",,"TIME","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20161205","20161205","22411","N","7"
"2562753","GOFieldDefinition","129502753","19000101","99991231","A","endTime","sfFields.sfField2",,"TRUE","EDITABLE","129502755",,"TIME","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20161205","20161205","2562745","N","7"
"2562810","GOFieldDefinition","129502810","19000101","99991231","A","endTime","sfFields.sfField2",,"TRUE","EDITABLE","129502812",,"TIME","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20161205","20161205","2562802","N","7"
"2562540","GOFieldDefinition","129502540","19000101","99991231","A","eventType","sfFields.sfField196",,"TRUE","EDITABLE","129502542",,"ENUM","255","com.successfactors.absence.bean.recalculation.RecalculationEventEventType",,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20161205","20161205","2562535","N","7"
"21439","GOFieldDefinition","1001439","19000101","99991231","A","executionEndDateTime","sfFields.sfField3",,"FALSE","EDITABLE","1001441",,"STRING","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","21431","N","7"
"680409","GOFieldDefinition","35000409","19000101","99991231","A","executionEstimatedEndDate","sfFields.sfField15",,"FALSE","NOT_VISIBLE","35000411",,"DATETIME","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160905","20161205","25334","N","7"
"680406","GOFieldDefinition","35000406","19000101","99991231","A","executionStartDate","sfFields.sfField14",,"FALSE","NOT_VISIBLE","35000408",,"DATETIME","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160905","20161205","25334","N","7"
"21436","GOFieldDefinition","1001436","19000101","99991231","A","executionStartDateTime","sfFields.sfField2",,"FALSE","EDITABLE","1001438",,"STRING","255",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","21431","N","7"
"20566","GOFieldDefinition","1000578","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1000580",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160905","20555","N","7"
"20610","GOFieldDefinition","1000635","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1000637",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161215","20608","N","7"
"20654","GOFieldDefinition","1000680","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1000682",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","20649","N","7"
"21033","GOFieldDefinition","1001033","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1001035",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","21001","N","7"
"21112","GOFieldDefinition","1001112","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1001114",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","21074","N","7"
"21179","GOFieldDefinition","1001179","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1001181",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","21153","N","7"
"21267","GOFieldDefinition","1001267","19000101","99991231","A","externalCode","externalCode",,"TRUE","NOT_VISIBLE","1001269",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","21265","N","7"
"21331","GOFieldDefinition","1001331","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1001333",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","21319","N","7"
"21379","GOFieldDefinition","1001380","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1001382",,"STRING","32",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","21374","N","7"
"21466","GOFieldDefinition","1001466","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1001468",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","21431","N","7"
"21636","GOFieldDefinition","1001637","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1001639",,"STRING","32",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","21631","N","7"
"21818","GOFieldDefinition","1001819","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1001821",,"STRING","32",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","21813","N","7"
"21883","GOFieldDefinition","1001884","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1001886",,"STRING","32",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","21878","N","7"
"22141","GOFieldDefinition","1002144","19000101","99991231","A","externalCode","externalCode",,"TRUE","READ_ONLY","1002146",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","22139","N","7"
"22241","GOFieldDefinition","1002242","19000101","99991231","A","externalCode","externalCode",,"TRUE","READ_ONLY","1002244",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","22239","N","7"
"22368","GOFieldDefinition","1002370","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1002372",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","22312","N","7"
"22428","GOFieldDefinition","1002428","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1002430",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","22411","N","7"
"22668","GOFieldDefinition","1002668","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1002670",,"FO","128","eventReason",,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","22663","N","7"
"22716","GOFieldDefinition","1002716","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1002718",,"FO","128","frequency",,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","22711","N","7"
"22764","GOFieldDefinition","1002764","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1002766",,"FO","128","geozone",,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","22759","N","7"
"22908","GOFieldDefinition","1002908","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1002910",,"FO","128","location",,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","22903","N","7"
"22956","GOFieldDefinition","1002956","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1002958",,"FO","128","locationGroup",,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","22951","N","7"
"23052","GOFieldDefinition","1003052","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1003054",,"FO","128","payComponent",,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","23047","N","7"
"23100","GOFieldDefinition","1003100","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1003102",,"FO","128","payComponentGroup",,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","23095","N","7"
"23148","GOFieldDefinition","1003148","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1003150",,"FO","128","payGrade",,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","23143","N","7"
"23244","GOFieldDefinition","1003244","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1003246",,"FO","128","payRange",,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","23239","N","7"
"23402","GOFieldDefinition","1003404","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1003406",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","23391","N","7"
"23453","GOFieldDefinition","1003455","19000101","99991231","A","externalCode","externalCode",,"TRUE","READ_ONLY","1003457",,"AUTO_NUMBER","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","23445","N","7"
"23506","GOFieldDefinition","1003506","19000101","99991231","A","externalCode","externalCode",,"TRUE","NOT_VISIBLE","1003508",,"AUTO_NUMBER","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","23498","N","7"
"23568","GOFieldDefinition","1003568","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1003570",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","23557","N","7"
"23616","GOFieldDefinition","1003637","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1003639",,"STRING","32",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","23611","N","7"
"23709","GOFieldDefinition","1003709","19000101","99991231","A","externalCode","externalCode",,"TRUE","NOT_VISIBLE","1003711",,"AUTO_NUMBER","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","23704","N","7"
"23763","GOFieldDefinition","1003763","19000101","99991231","A","externalCode","externalCode",,"TRUE","NOT_VISIBLE","1003765",,"AUTO_NUMBER","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","23752","N","7"
"23811","GOFieldDefinition","1003811","19000101","99991231","A","externalCode","externalCode",,"TRUE","NOT_VISIBLE","1003813",,"AUTO_NUMBER","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","23806","N","7"
"23862","GOFieldDefinition","1003862","19000101","99991231","A","externalCode","externalCode",,"TRUE","NOT_VISIBLE","1003864",,"AUTO_NUMBER","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","23854","N","7"
"23922","GOFieldDefinition","1003922","19000101","99991231","A","externalCode","externalCode",,"TRUE","NOT_VISIBLE","1003924",,"AUTO_NUMBER","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","23905","N","7"
"24020","GOFieldDefinition","1004024","19000101","99991231","A","externalCode","externalCode",,"FALSE","NOT_VISIBLE","1004026",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","24012","N","7"
"24084","GOFieldDefinition","1004086","19000101","99991231","A","externalCode","externalCode",,"TRUE","NOT_VISIBLE","1004088",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","24076","N","7"
"24143","GOFieldDefinition","1004143","19000101","99991231","A","externalCode","externalCode",,"TRUE","NOT_VISIBLE","1004145",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","24135","N","7"
"24239","GOFieldDefinition","1004239","19000101","99991231","A","externalCode","externalCode",,"TRUE","NOT_VISIBLE","1004241",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","24231","N","7"
"24636","GOFieldDefinition","1004637","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1004639",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","24634","N","7"
"25171","GOFieldDefinition","1005172","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1005174",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","25169","N","7"
"25291","GOFieldDefinition","1005293","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1005295",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","25268","N","7"
"25385","GOFieldDefinition","1005389","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1005391",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","25334","N","7"
"25462","GOFieldDefinition","1005462","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1005464",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","25430","N","7"
"25522","GOFieldDefinition","1005522","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1005524",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","25505","N","7"
"25761","GOFieldDefinition","1005773","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1005775",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","25559","N","7"
"25822","GOFieldDefinition","1005822","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1005824",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","25814","N","7"
"25876","GOFieldDefinition","1005876","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1005878",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","25865","N","7"
"25919","GOFieldDefinition","1005921","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1005923",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","25917","N","7"
"25973","GOFieldDefinition","1005973","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1005975",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20160721","25962","N","7"
"26087","GOFieldDefinition","1006095","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1006097",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","26014","N","7"
"26154","GOFieldDefinition","1006156","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1006158",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","26136","N","7"
"26202","GOFieldDefinition","1006202","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1006204",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","26197","N","7"
"26425","GOFieldDefinition","1006433","19000101","99991231","A","externalCode","externalCode",,"TRUE","EDITABLE","1006435",,"STRING","128",,,"FALSE","FALSE",,"FALSE",,"FALSE",,,"20160721","20161205","26361","N","7"
