"OPTIONID","LABEL","LOCALE"
"749","Swindon","en_US"
"749","Swindon","en_GB"
"750","Telford and Wrekin","en_US"
"750","Telford and Wrekin","en_GB"
"751","Thurrock","en_US"
"751","Thurrock","en_GB"
"752","Torbay","en_US"
"752","Torbay","en_GB"
"753","Warrington","en_US"
"753","Warrington","en_GB"
"754","West Berkshire","en_US"
"754","West Berkshire","en_GB"
"755","Wiltshire","en_US"
"755","Wiltshire","en_GB"
"756","Windsor and Maidenhead","en_US"
"756","Windsor and Maidenhead","en_GB"
"757","Wokingham","en_US"
"757","Wokingham","en_GB"
"758","York","en_US"
"758","York","en_GB"
"City of""","""London","759"
"City of""","""London","759"
"760","Antrim","en_US"
"760","Antrim","en_GB"
"761","Ards","en_US"
"761","Ards","en_GB"
"762","Armagh","en_US"
"762","Armagh","en_GB"
"763","Ballymena","en_US"
"763","Ballymena","en_GB"
"764","Ballymoney","en_US"
"764","Ballymoney","en_GB"
"765","Banbridge","en_US"
"765","Banbridge","en_GB"
"766","Belfast","en_US"
"766","Belfast","en_GB"
"767","Carrickfergus","en_US"
"767","Carrickfergus","en_GB"
"768","Castlereagh","en_US"
"768","Castlereagh","en_GB"
"769","Coleraine","en_US"
"769","Coleraine","en_GB"
"770","Cookstown","en_US"
"770","Cookstown","en_GB"
"771","Craigavon","en_US"
"771","Craigavon","en_GB"
"772","Derry","en_US"
"772","Derry","en_GB"
"773","Down","en_US"
"773","Down","en_GB"
"774","Dungannon and South Tyrone","en_US"
"774","Dungannon and South Tyrone","en_GB"
"775","Fermanagh","en_US"
"775","Fermanagh","en_GB"
"776","Larne","en_US"
"776","Larne","en_GB"
"777","Limavady","en_US"
"777","Limavady","en_GB"
"778","Lisburn","en_US"
"778","Lisburn","en_GB"
"779","Magherafelt","en_US"
"779","Magherafelt","en_GB"
"780","Moyle","en_US"
"780","Moyle","en_GB"
"781","Newry and Mourne District","en_US"
"781","Newry and Mourne District","en_GB"
"782","Newtownabbey","en_US"
"782","Newtownabbey","en_GB"
"783","North Down","en_US"
"783","North Down","en_GB"
"784","Omagh","en_US"
"784","Omagh","en_GB"
"785","Strabane","en_US"
"785","Strabane","en_GB"
"786","Aberdeen City","en_US"
"786","Aberdeen City","en_GB"
"787","Aberdeenshire","en_US"
"787","Aberdeenshire","en_GB"
"788","Angus","en_US"
"788","Angus","en_GB"
"789","Argyll and Bute","en_US"
"789","Argyll and Bute","en_GB"
"790","Clackmannanshire","en_US"
"790","Clackmannanshire","en_GB"
"791","Dumfries and Galloway","en_US"
"791","Dumfries and Galloway","en_GB"
"792","Dundee City","en_US"
"792","Dundee City","en_GB"
"793","East Ayrshire","en_US"
"793","East Ayrshire","en_GB"
"794","East Dunbartonshire","en_US"
"794","East Dunbartonshire","en_GB"
"795","East Lothian","en_US"
"795","East Lothian","en_GB"
"796","East Renfrewshire","en_US"
"796","East Renfrewshire","en_GB"
"City of""","""Edinburgh","797"
"City of""","""Edinburgh","797"
"798","Eilean Siar","en_US"
"798","Eilean Siar","en_GB"
"799","Falkirk","en_US"
"799","Falkirk","en_GB"
"800","Fife","en_US"
"800","Fife","en_GB"
"801","Glasgow City","en_US"
"801","Glasgow City","en_GB"
"802","Highland","en_US"
"802","Highland","en_GB"
"803","Inverclyde","en_US"
"803","Inverclyde","en_GB"
"804","Midlothian","en_US"
"804","Midlothian","en_GB"
"805","Moray","en_US"
"805","Moray","en_GB"
"806","North Ayrshire","en_US"
"806","North Ayrshire","en_GB"
"807","North Lanarkshire","en_US"
"807","North Lanarkshire","en_GB"
"808","Orkney Islands","en_US"
"808","Orkney Islands","en_GB"
"809","Perth and Kinross","en_US"
"809","Perth and Kinross","en_GB"
"810","Renfrewshire","en_US"
"810","Renfrewshire","en_GB"
"The""","""Scottish Borders","811"
"The""","""Scottish Borders","811"
"812","Shetland Islands","en_US"
"812","Shetland Islands","en_GB"
"813","South Ayrshire","en_US"
"813","South Ayrshire","en_GB"
"814","South Lanarkshire","en_US"
"814","South Lanarkshire","en_GB"
"815","Stirling","en_US"
"815","Stirling","en_GB"
"816","West Dunbartonshire","en_US"
"816","West Dunbartonshire","en_GB"
"817","West Lothian","en_US"
"817","West Lothian","en_GB"
"818","Blaenau Gwent","en_US"
"818","Blaenau Gwent","en_GB"
"819","Bridgend","en_US"
"819","Bridgend","en_GB"
"820","Caerphilly","en_US"
"820","Caerphilly","en_GB"
"821","Cardiff","en_US"
"821","Cardiff","en_GB"
"822","Carmarthenshire","en_US"
"822","Carmarthenshire","en_GB"
"823","Ceredigion","en_US"
"823","Ceredigion","en_GB"
"824","Conwy","en_US"
"824","Conwy","en_GB"
"825","Denbighshire","en_US"
"825","Denbighshire","en_GB"
"826","Flintshire","en_US"
"826","Flintshire","en_GB"
"827","Gwynedd","en_US"
"827","Gwynedd","en_GB"
"828","Isle of Anglesey","en_US"
"828","Isle of Anglesey","en_GB"
"829","Merthyr Tydfil","en_US"
"829","Merthyr Tydfil","en_GB"
"830","Monmouthshire","en_US"
"830","Monmouthshire","en_GB"
"831","Neath Port Talbot","en_US"
"831","Neath Port Talbot","en_GB"
"832","Newport","en_US"
"832","Newport","en_GB"
"833","Pembrokeshire","en_US"
"833","Pembrokeshire","en_GB"
"834","Powys","en_US"
"834","Powys","en_GB"
"Cynon","""Rhondda","Taff"""
"Cynon","""Rhondda","Taff"""
"836","Swansea","en_US"
"836","Swansea","en_GB"
"837","Torfaen","en_US"
"837","Torfaen","en_GB"
"The""","""Vale of Glamorgan","838"
"The""","""Vale of Glamorgan","838"
"839","Wrexham","en_US"
"839","Wrexham","en_GB"
"840","Administration","en_US"
"840","Administration","en_GB"
"841","Management","en_US"
"841","Management","en_GB"
"842","Professional","en_US"
"842","Professional","en_GB"
"843","Direct Labour","en_US"
"843","Direct Labour","en_GB"
"844","Indirect Labour","en_US"
"844","Indirect Labour","en_GB"
"845","AC","en_US"
"845","AC","en_GB"
"846","AN","en_US"
"846","AN","en_GB"
"847","AU","en_US"
"847","AU","en_GB"
"848","BN","en_US"
"848","BN","en_GB"
"849","BU","en_US"
"849","BU","en_GB"
"850","CN","en_US"
"850","CN","en_GB"
"851","CU","en_US"
"851","CU","en_GB"
"852","DN","en_US"
"852","DN","en_GB"
"853","DU","en_US"
"853","DU","en_GB"
"854","EN","en_US"
"854","EN","en_GB"
"855","EU","en_US"
"855","EU","en_GB"
"856","F","en_US"
"856","F","en_GB"
"857","FN","en_US"
"857","FN","en_GB"
"858","FU","en_US"
"858","FU","en_GB"
"859","NA","en_US"
"859","NA","en_GB"
"860","Roman Catholic","en_US"
"860","Roman Catholic","en_GB"
"861","Protestant","en_US"
"861","Protestant","en_GB"
"862","Jewish","en_US"
"862","Jewish","en_GB"
"863","Buddhist","en_US"
"863","Buddhist","en_GB"
"864","Islamic","en_US"
"864","Islamic","en_GB"
"865","Hindu","en_US"
"865","Hindu","en_GB"
"866","Other Religion","en_US"
"866","Other Religion","en_GB"
"867","Permanent","en_US"
"867","Permanent","en_GB"
"868","Non Permanent","en_US"
"868","Non Permanent","en_GB"
"869","Central Singapore","en_US"
"869","Central Singapore","en_GB"
"870","North East","en_US"
"870","North East","en_GB"
"871","North West","en_US"
"871","North West","en_GB"
"872","South East","en_US"
"872","South East","en_GB"
"873","South West","en_US"
"873","South West","en_GB"
"874","A-1","en_US"
"874","A-1","en_GB"
"875","A-2","en_US"
"875","A-2","en_GB"
"876","A-3","en_US"
"876","A-3","en_GB"
"877","B-1","en_US"
"877","B-1","en_GB"
"878","B-2","en_US"
"878","B-2","en_GB"
"879","C-1","en_US"
"879","C-1","en_GB"
"880","C-2","en_US"
"880","C-2","en_GB"
"881","C-3","en_US"
"881","C-3","en_GB"
"882","CP","en_US"
"882","CP","en_GB"
"883","DV-1","en_US"
"883","DV-1","en_GB"
"884","DV-2","en_US"
"884","DV-2","en_GB"
"885","E-1","en_US"
"885","E-1","en_GB"
"886","E-2","en_US"
"886","E-2","en_GB"
"887","E-3","en_US"
"887","E-3","en_GB"
"888","EB-5","en_US"
"888","EB-5","en_GB"
"889","F-1","en_US"
"889","F-1","en_GB"
"890","F-2","en_US"
"890","F-2","en_GB"
"891","F-3","en_US"
"891","F-3","en_GB"
"892","G-1","en_US"
"892","G-1","en_GB"
"893","G-2","en_US"
"893","G-2","en_GB"
"894","G-3","en_US"
"894","G-3","en_GB"
"895","G-4","en_US"
"895","G-4","en_GB"
"896","G-5","en_US"
"896","G-5","en_GB"
"897","GB","en_US"
"897","GB","en_GB"
"898","GT","en_US"
"898","GT","en_GB"
"899","H-1B","en_US"
"899","H-1B","en_GB"
"900","H-1B1","en_US"
"900","H-1B1","en_GB"
"901","H-1C","en_US"
"901","H-1C","en_GB"
"902","H-2A","en_US"
"902","H-2A","en_GB"
"903","H-3","en_US"
"903","H-3","en_GB"
"904","H-4","en_US"
"904","H-4","en_GB"
"905","I-1","en_US"
"905","I-1","en_GB"
"906","IH-3","en_US"
"906","IH-3","en_GB"
"907","IH-4","en_US"
"907","IH-4","en_GB"
"908","IR-1","en_US"
"908","IR-1","en_GB"
"909","IR-2","en_US"
"909","IR-2","en_GB"
"910","CR-2","en_US"
"910","CR-2","en_GB"
"911","IR-3","en_US"
"911","IR-3","en_GB"
"912","IR-4","en_US"
"912","IR-4","en_GB"
"913","IR-5","en_US"
"913","IR-5","en_GB"
"914","J-1","en_US"
"914","J-1","en_GB"
"915","J-2","en_US"
"915","J-2","en_GB"
"916","K-1","en_US"
"916","K-1","en_GB"
"917","K-2","en_US"
"917","K-2","en_GB"
"918","K-3","en_US"
"918","K-3","en_GB"
"919","K-4","en_US"
"919","K-4","en_GB"
"920","L-1","en_US"
"920","L-1","en_GB"
"921","L-2","en_US"
"921","L-2","en_GB"
"922","M-1","en_US"
"922","M-1","en_GB"
"923","M-2","en_US"
"923","M-2","en_GB"
"924","N-1","en_US"
"924","N-1","en_GB"
"925","N-2","en_US"
"925","N-2","en_GB"
"926","N-3","en_US"
"926","N-3","en_GB"
"927","N-4","en_US"
"927","N-4","en_GB"
"928","N-5","en_US"
"928","N-5","en_GB"
"929","N-6","en_US"
"929","N-6","en_GB"
"930","N-8","en_US"
"930","N-8","en_GB"
"931","N-9","en_US"
"931","N-9","en_GB"
"932","O-1","en_US"
"932","O-1","en_GB"
"933","O-2","en_US"
"933","O-2","en_GB"
"934","O-3","en_US"
"934","O-3","en_GB"
"935","P-1","en_US"
"935","P-1","en_GB"
"936","P-2","en_US"
"936","P-2","en_GB"
"937","P-3","en_US"
"937","P-3","en_GB"
"938","P-4","en_US"
"938","P-4","en_GB"
"939","Q-1","en_US"
"939","Q-1","en_GB"
"940","R-1","en_US"
"940","R-1","en_GB"
"941","R-2","en_US"
"941","R-2","en_GB"
"942","S-5","en_US"
"942","S-5","en_GB"
"943","S-6","en_US"
"943","S-6","en_GB"
"944","SIJS","en_US"
"944","SIJS","en_GB"
"945","T-1","en_US"
"945","T-1","en_GB"
"946","T-2","en_US"
"946","T-2","en_GB"
"947","T-3","en_US"
"947","T-3","en_GB"
"948","T-4","en_US"
"948","T-4","en_GB"
"949","TD","en_US"
"949","TD","en_GB"
"950","TN","en_US"
"950","TN","en_GB"
"951","U-1","en_US"
"951","U-1","en_GB"
"952","U-2","en_US"
"952","U-2","en_GB"
"953","U-3","en_US"
"953","U-3","en_GB"
"954","U-4","en_US"
"954","U-4","en_GB"
"955","V-2","en_US"
"955","V-2","en_GB"
"956","V-3","en_US"
"956","V-3","en_GB"
"957","WB","en_US"
"957","WB","en_GB"
"958","WT","en_US"
"958","WT","en_GB"
"959","Not Applicable","en_US"
"959","Not Applicable","en_GB"
"960","Yes","en_US"
"960","Yes","en_GB"
"961","No","en_US"
"961","No","en_GB"
"962","No - But Meeting Scheduled","en_US"
"962","No - But Meeting Scheduled","en_GB"
"963","Exception Hourly","en_US"
"963","Exception Hourly","en_GB"
"964","Hourly","en_US"
"964","Hourly","en_GB"
"965","Not Applicable","en_US"
"965","Not Applicable","en_GB"
"966","Salaried","en_US"
"966","Salaried","en_GB"
"967","Additional Job","en_US"
"967","Additional Job","en_GB"
"968","Assignment","en_US"
"968","Assignment","en_GB"
"969","Assignment Completion","en_US"
"969","Assignment Completion","en_GB"
"970","Job Change","en_US"
"970","Job Change","en_GB"
"971","Completion of Probation","en_US"
"971","Completion of Probation","en_GB"
"972","Data Change","en_US"
"972","Data Change","en_GB"
"973","Demotion","en_US"
"973","Demotion","en_GB"
"974","Temporary layoff","en_US"
"974","Temporary layoff","en_GB"
"975","Hire","en_US"
"975","Hire","en_GB"
"976","Job Reclassification","en_US"
"976","Job Reclassification","en_GB"
"977","Leave of Absence","en_US"
"977","Leave of Absence","en_GB"
"978","Pay Rate Change","en_US"
"978","Pay Rate Change","en_GB"
"979","Position Change","en_US"
"979","Position Change","en_GB"
"980","Probation","en_US"
"980","Probation","en_GB"
"981","Promotion","en_US"
"981","Promotion","en_GB"
"982","Rehire","en_US"
"982","Rehire","en_GB"
"983","Return From Disability","en_US"
"983","Return From Disability","en_GB"
"984","Return to Work","en_US"
"984","Return to Work","en_GB"
"985","Suspension","en_US"
"985","Suspension","en_GB"
"986","Termination","en_US"
"986","Termination","en_GB"
"987","Transfer","en_US"
"987","Transfer","en_GB"
"988","Add Global Assignment","en_US"
"988","Add Global Assignment","en_GB"
"989","End Global Assignment","en_US"
"989","End Global Assignment","en_GB"
"990","Obsolete","en_US"
"990","Obsolete","en_GB"
"991","Start Pension Payout","en_US"
"991","Start Pension Payout","en_GB"
"992","Discard Pension Payout","en_US"
"992","Discard Pension Payout","en_GB"
"993","End Pension Payout","en_US"
"993","End Pension Payout","en_GB"
"994","UK","en_US"
"994","UK","en_GB"
"995","US","en_US"
"995","US","en_GB"
"996","Bermuda","en_US"
"996","Bermuda","en_GB"
"997","Buckinghamshire","en_US"
"997","Buckinghamshire","en_GB"
"998","Cambridgeshire","en_US"
"998","Cambridgeshire","en_GB"
"999","Cumbria","en_US"
"999","Cumbria","en_GB"
"1000","Derbyshire","en_US"
"1000","Derbyshire","en_GB"
"1001","Devon","en_US"
"1001","Devon","en_GB"
"1002","Dorset","en_US"
"1002","Dorset","en_GB"
"1003","East Sussex","en_US"
"1003","East Sussex","en_GB"
"1004","Essex","en_US"
"1004","Essex","en_GB"
"1005","Gloucestershire","en_US"
"1005","Gloucestershire","en_GB"
"1006","Hampshire","en_US"
"1006","Hampshire","en_GB"
"1007","Hertfordshire","en_US"
"1007","Hertfordshire","en_GB"
"1008","Kent","en_US"
"1008","Kent","en_GB"
"1009","Lancashire","en_US"
"1009","Lancashire","en_GB"
"1010","Leicestershire","en_US"
"1010","Leicestershire","en_GB"
"1011","Lincolnshire","en_US"
"1011","Lincolnshire","en_GB"
"1012","Norfolk","en_US"
"1012","Norfolk","en_GB"
"1013","North Yorkshire","en_US"
"1013","North Yorkshire","en_GB"
"1014","Northamptonshire","en_US"
"1014","Northamptonshire","en_GB"
"1015","Nottinghamshire","en_US"
"1015","Nottinghamshire","en_GB"
"1016","Oxfordshire","en_US"
"1016","Oxfordshire","en_GB"
"1017","Somerset","en_US"
"1017","Somerset","en_GB"
"1018","Staffordshire","en_US"
"1018","Staffordshire","en_GB"
"1019","Suffolk","en_US"
"1019","Suffolk","en_GB"
"1020","Surrey","en_US"
"1020","Surrey","en_GB"
"1021","Warwickshire","en_US"
"1021","Warwickshire","en_GB"
"1022","West Sussex","en_US"
"1022","West Sussex","en_GB"
"1023","Worcestershire","en_US"
"1023","Worcestershire","en_GB"
"1024","Barking and Dagenham","en_US"
"1024","Barking and Dagenham","en_GB"
"1025","Barnet","en_US"
"1025","Barnet","en_GB"
"1026","Bexley","en_US"
"1026","Bexley","en_GB"
"1027","Brent","en_US"
"1027","Brent","en_GB"
"1028","Bromley","en_US"
"1028","Bromley","en_GB"
"1029","Camden","en_US"
"1029","Camden","en_GB"
"1030","Croydon","en_US"
"1030","Croydon","en_GB"
"1031","Ealing","en_US"
"1031","Ealing","en_GB"
"1032","Enfield","en_US"
"1032","Enfield","en_GB"
"1033","Greenwich","en_US"
"1033","Greenwich","en_GB"
"1034","Hackney","en_US"
"1034","Hackney","en_GB"
"1035","Hammersmith and Fulham","en_US"
"1035","Hammersmith and Fulham","en_GB"
"1036","Haringey","en_US"
"1036","Haringey","en_GB"
"1037","Harrow","en_US"
"1037","Harrow","en_GB"
"1038","Havering","en_US"
"1038","Havering","en_GB"
"1039","Hillingdon","en_US"
"1039","Hillingdon","en_GB"
"1040","Hounslow","en_US"
"1040","Hounslow","en_GB"
"1041","Islington","en_US"
"1041","Islington","en_GB"
"1042","Kensington and Chelsea","en_US"
"1042","Kensington and Chelsea","en_GB"
"1043","Kingston upon Thames","en_US"
"1043","Kingston upon Thames","en_GB"
"1044","Lambeth","en_US"
"1044","Lambeth","en_GB"
"1045","Lewisham","en_US"
"1045","Lewisham","en_GB"
"1046","Merton","en_US"
"1046","Merton","en_GB"
"1047","Newham","en_US"
"1047","Newham","en_GB"
"1048","Redbridge","en_US"
"1048","Redbridge","en_GB"
"1049","Richmond upon Thames","en_US"
"1049","Richmond upon Thames","en_GB"
"1050","Southwark","en_US"
"1050","Southwark","en_GB"
"1051","Sutton","en_US"
"1051","Sutton","en_GB"
"1052","Tower Hamlets","en_US"
"1052","Tower Hamlets","en_GB"
"1053","Waltham Forest","en_US"
"1053","Waltham Forest","en_GB"
"1054","Wandsworth","en_US"
"1054","Wandsworth","en_GB"
"1055","Westminster","en_US"
"1055","Westminster","en_GB"
"1056","Barnsley","en_US"
"1056","Barnsley","en_GB"
"1057","Birmingham","en_US"
"1057","Birmingham","en_GB"
"1058","Bolton","en_US"
"1058","Bolton","en_GB"
"1059","Bradford","en_US"
"1059","Bradford","en_GB"
"1060","Bury","en_US"
"1060","Bury","en_GB"
"1061","Calderdale","en_US"
"1061","Calderdale","en_GB"
"1062","Coventry","en_US"
"1062","Coventry","en_GB"
"1063","Doncaster","en_US"
"1063","Doncaster","en_GB"
"1064","Dudley","en_US"
"1064","Dudley","en_GB"
"1065","Gateshead","en_US"
"1065","Gateshead","en_GB"
"1066","Kirklees","en_US"
"1066","Kirklees","en_GB"
"1067","Knowsley","en_US"
"1067","Knowsley","en_GB"
"1068","Leeds","en_US"
"1068","Leeds","en_GB"
"1069","Liverpool","en_US"
"1069","Liverpool","en_GB"
"1070","Manchester","en_US"
"1070","Manchester","en_GB"
"1071","Newcastle upon Tyne","en_US"
"1071","Newcastle upon Tyne","en_GB"
"1072","North Tyneside","en_US"
"1072","North Tyneside","en_GB"
"1073","Oldham","en_US"
"1073","Oldham","en_GB"
"1074","Rochdale","en_US"
"1074","Rochdale","en_GB"
"1075","Rotherham","en_US"
"1075","Rotherham","en_GB"
"1076","St Helens","en_US"
"1076","St Helens","en_GB"
"1077","Salford","en_US"
"1077","Salford","en_GB"
"1078","Sandwell","en_US"
"1078","Sandwell","en_GB"
"1079","Sefton","en_US"
"1079","Sefton","en_GB"
"1080","Sheffield","en_US"
"1080","Sheffield","en_GB"
"1081","Solihull","en_US"
"1081","Solihull","en_GB"
"1082","South Tyneside","en_US"
"1082","South Tyneside","en_GB"
"1083","Stockport","en_US"
"1083","Stockport","en_GB"
"1084","Sunderland","en_US"
"1084","Sunderland","en_GB"
"1085","Tameside","en_US"
"1085","Tameside","en_GB"
"1086","Trafford","en_US"
"1086","Trafford","en_GB"
"1087","Wakefield","en_US"
"1087","Wakefield","en_GB"
"1088","Walsall","en_US"
"1088","Walsall","en_GB"
"1089","Wigan","en_US"
"1089","Wigan","en_GB"
"1090","Wirral","en_US"
"1090","Wirral","en_GB"
"1091","Wolverhampton","en_US"
"1091","Wolverhampton","en_GB"
"1092","Bath and North East Somerset","en_US"
"1092","Bath and North East Somerset","en_GB"
"1093","Blackburn with Darwen","en_US"
"1093","Blackburn with Darwen","en_GB"
"1094","Bedford","en_US"
"1094","Bedford","en_GB"
"1095","Blackpool","en_US"
"1095","Blackpool","en_GB"
"1096","Bournemouth","en_US"
"1096","Bournemouth","en_GB"
"1097","Bracknell Forest","en_US"
"1097","Bracknell Forest","en_GB"
"1098","Brighton and Hove","en_US"
"1098","Brighton and Hove","en_GB"
"City of""","""Bristol","1099"
"City of""","""Bristol","1099"
"1100","Central Bedfordshire","en_US"
"1100","Central Bedfordshire","en_GB"
"1101","Cheshire East","en_US"
"1101","Cheshire East","en_GB"
"1102","Cheshire West and Chester","en_US"
"1102","Cheshire West and Chester","en_GB"
"1103","Cornwall","en_US"
"1103","Cornwall","en_GB"
"1104","Darlington","en_US"
"1104","Darlington","en_GB"
"1105","Derby","en_US"
"1105","Derby","en_GB"
"County""","""Durham","1106"
"County""","""Durham","1106"
"1107","East Riding of Yorkshire","en_US"
"1107","East Riding of Yorkshire","en_GB"
"1108","Halton","en_US"
"1108","Halton","en_GB"
"1109","Hartlepool","en_US"
"1109","Hartlepool","en_GB"
"1110","Herefordshire","en_US"
"1110","Herefordshire","en_GB"
"1111","Isle of Wight","en_US"
"1111","Isle of Wight","en_GB"
"1112","Kingston upon Hull","en_US"
"1112","Kingston upon Hull","en_GB"
"1113","Leicester","en_US"
"1113","Leicester","en_GB"
"1114","Luton","en_US"
"1114","Luton","en_GB"
"1115","Medway","en_US"
"1115","Medway","en_GB"
"1116","Middlesbrough","en_US"
"1116","Middlesbrough","en_GB"
"1117","Milton Keynes","en_US"
"1117","Milton Keynes","en_GB"
"1118","North East Lincolnshire","en_US"
"1118","North East Lincolnshire","en_GB"
"1119","North Lincolnshire","en_US"
"1119","North Lincolnshire","en_GB"
"1120","North Somerset","en_US"
"1120","North Somerset","en_GB"
"1121","Northumberland","en_US"
"1121","Northumberland","en_GB"
"1122","Nottingham","en_US"
"1122","Nottingham","en_GB"
"1123","Peterborough","en_US"
"1123","Peterborough","en_GB"
"1124","Plymouth","en_US"
"1124","Plymouth","en_GB"
"1125","Poole","en_US"
"1125","Poole","en_GB"
"1126","Portsmouth","en_US"
"1126","Portsmouth","en_GB"
"1127","Reading","en_US"
"1127","Reading","en_GB"
"1128","Redcar and Cleveland","en_US"
"1128","Redcar and Cleveland","en_GB"
"1129","Rutland","en_US"
"1129","Rutland","en_GB"
"1130","Shropshire","en_US"
"1130","Shropshire","en_GB"
"1131","Slough","en_US"
"1131","Slough","en_GB"
"1132","South Gloucestershire","en_US"
"1132","South Gloucestershire","en_GB"
"1133","Southampton","en_US"
"1133","Southampton","en_GB"
"1134","Southend-on-Sea","en_US"
"1134","Southend-on-Sea","en_GB"
"1135","Stockton-on-Tees","en_US"
"1135","Stockton-on-Tees","en_GB"
"1136","Stoke-on-Trent","en_US"
"1136","Stoke-on-Trent","en_GB"
"1137","Swindon","en_US"
"1137","Swindon","en_GB"
"1138","Telford and Wrekin","en_US"
"1138","Telford and Wrekin","en_GB"
"1139","Thurrock","en_US"
"1139","Thurrock","en_GB"
"1140","Torbay","en_US"
"1140","Torbay","en_GB"
"1141","Warrington","en_US"
"1141","Warrington","en_GB"
"1142","West Berkshire","en_US"
"1142","West Berkshire","en_GB"
"1143","Wiltshire","en_US"
"1143","Wiltshire","en_GB"
"1144","Windsor and Maidenhead","en_US"
"1144","Windsor and Maidenhead","en_GB"
"1145","Wokingham","en_US"
"1145","Wokingham","en_GB"
"1146","York","en_US"
"1146","York","en_GB"
"1147","London","en_US"
"1147","London","en_GB"
"1148","Antrim","en_US"
"1148","Antrim","en_GB"
"1149","Ards","en_US"
"1149","Ards","en_GB"
"1150","Armagh","en_US"
"1150","Armagh","en_GB"
"1151","Ballymena","en_US"
"1151","Ballymena","en_GB"
"1152","Ballymoney","en_US"
"1152","Ballymoney","en_GB"
"1153","Banbridge","en_US"
"1153","Banbridge","en_GB"
"1154","Belfast","en_US"
"1154","Belfast","en_GB"
"1155","Carrickfergus","en_US"
"1155","Carrickfergus","en_GB"
"1156","Castlereagh","en_US"
"1156","Castlereagh","en_GB"
"1157","Coleraine","en_US"
"1157","Coleraine","en_GB"
"1158","Cookstown","en_US"
"1158","Cookstown","en_GB"
"1159","Craigavon","en_US"
"1159","Craigavon","en_GB"
"1160","Derry","en_US"
"1160","Derry","en_GB"
"1161","Down","en_US"
"1161","Down","en_GB"
"1162","Dungannon and South Tyrone","en_US"
"1162","Dungannon and South Tyrone","en_GB"
"1163","Fermanagh","en_US"
"1163","Fermanagh","en_GB"
"1164","Larne","en_US"
"1164","Larne","en_GB"
"1165","Limavady","en_US"
"1165","Limavady","en_GB"
"1166","Lisburn","en_US"
"1166","Lisburn","en_GB"
"1167","Magherafelt","en_US"
"1167","Magherafelt","en_GB"
"1168","Moyle","en_US"
"1168","Moyle","en_GB"
"1169","Newry and Mourne District","en_US"
"1169","Newry and Mourne District","en_GB"
"1170","Newtownabbey","en_US"
"1170","Newtownabbey","en_GB"
"1171","North Down","en_US"
"1171","North Down","en_GB"
"1172","Omagh","en_US"
"1172","Omagh","en_GB"
"1173","Strabane","en_US"
"1173","Strabane","en_GB"
"1174","Aberdeen City","en_US"
"1174","Aberdeen City","en_GB"
"1175","Aberdeenshire","en_US"
"1175","Aberdeenshire","en_GB"
"1176","Angus","en_US"
"1176","Angus","en_GB"
"1177","Argyll and Bute","en_US"
"1177","Argyll and Bute","en_GB"
"1178","Clackmannanshire","en_US"
"1178","Clackmannanshire","en_GB"
"1179","Dumfries and Galloway","en_US"
"1179","Dumfries and Galloway","en_GB"
"1180","Dundee City","en_US"
"1180","Dundee City","en_GB"
"1181","East Ayrshire","en_US"
"1181","East Ayrshire","en_GB"
"1182","East Dunbartonshire","en_US"
"1182","East Dunbartonshire","en_GB"
"1183","East Lothian","en_US"
"1183","East Lothian","en_GB"
"1184","East Renfrewshire","en_US"
"1184","East Renfrewshire","en_GB"
"City of""","""Edinburgh","1185"
"City of""","""Edinburgh","1185"
"1186","Eilean Siar","en_US"
"1186","Eilean Siar","en_GB"
"1187","Falkirk","en_US"
"1187","Falkirk","en_GB"
"1188","Fife","en_US"
"1188","Fife","en_GB"
"1189","Glasgow City","en_US"
"1189","Glasgow City","en_GB"
"1190","Highland","en_US"
"1190","Highland","en_GB"
"1191","Inverclyde","en_US"
"1191","Inverclyde","en_GB"
"1192","Midlothian","en_US"
"1192","Midlothian","en_GB"
"1193","Moray","en_US"
"1193","Moray","en_GB"
"1194","North Ayrshire","en_US"
"1194","North Ayrshire","en_GB"
"1195","North Lanarkshire","en_US"
"1195","North Lanarkshire","en_GB"
"1196","Orkney Islands","en_US"
"1196","Orkney Islands","en_GB"
"1197","Perth and Kinross","en_US"
"1197","Perth and Kinross","en_GB"
"1198","Renfrewshire","en_US"
"1198","Renfrewshire","en_GB"
"The""","""Scottish Borders","1199"
"The""","""Scottish Borders","1199"
"1200","Shetland Islands","en_US"
"1200","Shetland Islands","en_GB"
"1201","South Ayrshire","en_US"
"1201","South Ayrshire","en_GB"
"1202","South Lanarkshire","en_US"
"1202","South Lanarkshire","en_GB"
"1203","Stirling","en_US"
"1203","Stirling","en_GB"
"1204","West Dunbartonshire","en_US"
"1204","West Dunbartonshire","en_GB"
"1205","West Lothian","en_US"
"1205","West Lothian","en_GB"
"1206","Blaenau Gwent","en_US"
"1206","Blaenau Gwent","en_GB"
"1207","Bridgend","en_US"
"1207","Bridgend","en_GB"
"1208","Caerphilly","en_US"
"1208","Caerphilly","en_GB"
"1209","Cardiff","en_US"
"1209","Cardiff","en_GB"
"1210","Carmarthenshire","en_US"
"1210","Carmarthenshire","en_GB"
"1211","Ceredigion","en_US"
"1211","Ceredigion","en_GB"
"1212","Conwy","en_US"
"1212","Conwy","en_GB"
"1213","Denbighshire","en_US"
"1213","Denbighshire","en_GB"
"1214","Flintshire","en_US"
"1214","Flintshire","en_GB"
"1215","Gwynedd","en_US"
"1215","Gwynedd","en_GB"
"1216","Isle of Anglesey","en_US"
