"OBJECT_ID","INTERNAL_CODE","EFFECTIVE_START_DATE","EFFECTIVE_END_DATE","EFFECTIVE_STATUS","OBJECT_NAME","JOB_LEVEL","DESCRIPTION","JOB_FUNCTION_ICODE","JOB_FAMILY_ICODE"
"5233","3826","19000101","99991231","I","JC2772",,"JC2772",,
"5524","3946","19000101","99991231","I","JC2826",,"JC2826",,
"5234","3828","19000101","99991231","I","JC2772",,"JC2772",,
"5235","575","19000101","99991231","A","JC526",,,,
"5528","3948","19000101","99991231","I","JC2826",,"JC2826",,
"5243","3836","19000101","99991231","I","JC2776",,"JC2776",,
"5246","3839","19000101","99991231","I","JC2776",,"JC2776",,
"5249","579","19000101","99991231","A","JC530",,,,
"5252","3850","19000101","99991231","I","JC2781",,"JC2781",,
"5255","3853","19000101","99991231","I","JC2781",,"JC2781",,
"5531","3953","19000101","99991231","I","JC2826",,"JC2826",,
"5259","583","19000101","99991231","A","JC533",,,,
"5263","3860","19000101","99991231","I","JC2789",,"JC2789",,
"5265","3862","19000101","99991231","I","JC2789",,"JC2789",,
"5268","586","19000101","99991231","A","JC537",,,,
"5271","591","19000101","99991231","A","JC542",,,,
"5275","594","19000101","99991231","A","JC546",,,,
"5279","600","19000101","99991231","A","JC550",,,,
"5281","603","19000101","99991231","I","JC2808",,"JC2808",,
"5284","3883","19000101","99991231","I","JC2808",,"JC2808",,
"5287","3887","19000101","99991231","I","JC2808",,"JC2808",,
"5290","3891","19000101","99991231","I","JC2808",,"JC2808",,
"5292","3893","19000101","99991231","I","JC2808",,"JC2808",,
"5311","605","19000101","99991231","A","JC556",,,,
"5315","3900","19000101","99991231","I","JC2811",,"JC2811",,
"5319","3903","19000101","99991231","I","JC2811",,"JC2811",,
"5323","609","19000101","99991231","A","JC560",,,,
"5327","613","19000101","99991231","A","JC564",,,,
"5331","3913","19000101","99991231","I","JC2816",,"JC2816",,
"5335","3915","19000101","99991231","I","JC2816",,"JC2816",,
"5337","3917","19000101","99991231","I","JC2816",,"JC2816",,
"5510","3921","19000101","99991231","I","JC2816",,"JC2816",,
"5514","616","19000101","99991231","I","JC2824",,"JC2824",,
"5191","530","19000101","99991231","A","JC481",,,,
"5193","535","19000101","99991231","A","JC486",,,,
"5195","3723","19000101","99991231","I","JC2726",,"JC2726",,
"5197","3725","19000101","99991231","I","JC2726",,"JC2726",,
"5200","3729","19000101","99991231","I","JC2726",,"JC2726",,
"5202","3732","19000101","99991231","I","JC2726",,"JC2726",,
"5204","540","19000101","99991231","A","JC491",,,,
"5206","3739","19000101","99991231","I","JC2733",,"JC2733",,
"5207","544","19000101","99991231","A","JC494",,,,
"5209","547","19000101","99991231","A","JC498",,,,
"5210","3747","19000101","99991231","I","JC2738",,"JC2738",,
"5211","3750","19000101","99991231","I","JC2738",,"JC2738",,
"5212","3754","19000101","99991231","I","JC2738",,"JC2738",,
"5213","3759","19000101","99991231","I","JC2738",,"JC2738",,
"5214","551","19000101","99991231","A","JC502",,,,
"5215","3766","19000101","99991231","I","JC2743",,"JC2743",,
"5216","3768","19000101","99991231","I","JC2743",,"JC2743",,
"3961","157","19000101","99991231","A","JC152",,,,
"3962","2518","19000101","99991231","I","JC2084",,"JC2084",,
"3963","2521","19000101","99991231","I","JC2084",,"JC2084",,
"3964","162","19000101","99991231","A","JC154",,,,
"3965","166","19000101","99991231","A","JC158",,,,
"3966","2528","19000101","99991231","I","JC2094",,"JC2094",,
"3967","2532","19000101","99991231","I","JC2094",,"JC2094",,
"3968","170","19000101","99991231","A","JC163",,,,
"3969","2537","19000101","99991231","I","JC2099",,"JC2099",,
"3970","2541","19000101","99991231","I","JC2099",,"JC2099",,
"5217","3773","19000101","99991231","I","JC2743",,"JC2743",,
"5218","3778","19000101","99991231","I","JC2743",,"JC2743",,
"5219","554","19000101","99991231","A","JC505",,,,
"5220","3785","19000101","99991231","I","JC2749",,"JC2749",,
"5221","3789","19000101","99991231","I","JC2749",,"JC2749",,
"5222","558","19000101","99991231","A","JC509",,,,
"5223","3795","19000101","99991231","I","JC2752",,"JC2752",,
"5224","562","19000101","99991231","A","JC512",,,,
"5225","3801","19000101","99991231","I","JC2756",,"JC2756",,
"5226","3810","19000101","99991231","I","JC2756",,"JC2756",,
"5227","565","19000101","99991231","A","JC515",,,,
"5228","3812","19000101","99991231","I","JC2765",,"JC2765",,
"5094","491","19000101","99991231","A","JC444",,,,
"5166","520","19000101","99991231","A","JC471",,,,
"5168","3666","19000101","99991231","I","JC2706",,"JC2706",,
"5170","524","19000101","99991231","A","JC473",,,,
"5173","3673","19000101","99991231","I","JC2708",,"JC2708",,
"5175","3677","19000101","99991231","I","JC2708",,"JC2708",,
"5176","3681","19000101","99991231","I","JC2708",,"JC2708",,
"5179","3695","19000101","99991231","I","JC2708",,"JC2708",,
"5181","3699","19000101","99991231","I","JC2708",,"JC2708",,
"5183","3701","19000101","99991231","I","JC2708",,"JC2708",,
"5185","526","19000101","99991231","A","JC477",,,,
"5187","3710","19000101","99991231","I","JC2720",,"JC2720",,
"5188","3713","19000101","99991231","I","JC2720",,"JC2720",,
"5190","3715","19000101","99991231","I","JC2720",,"JC2720",,
"5096","494","19000101","99991231","I","JC2664",,"JC2664",,
"5099","496","19000101","99991231","A","JC448",,,,
"5102","3587","19000101","99991231","I","JC2665",,"JC2665",,
"5107","500","19000101","99991231","A","JC452",,,,
"5110","3592","19000101","99991231","I","JC2669",,"JC2669",,
"5113","3596","19000101","99991231","I","JC2669",,"JC2669",,
"5116","3599","19000101","99991231","I","JC2669",,"JC2669",,
"5119","3601","19000101","99991231","I","JC2669",,"JC2669",,
"5121","503","19000101","99991231","A","JC454",,,,
"5125","3616","19000101","99991231","I","JC2683",,"JC2683",,
"5128","3618","19000101","99991231","I","JC2683",,"JC2683",,
"5131","3622","19000101","99991231","I","JC2683",,"JC2683",,
"5134","3624","19000101","99991231","I","JC2683",,"JC2683",,
"5135","506","19000101","99991231","A","JC458",,,,
"5138","3628","19000101","99991231","I","JC2691",,"JC2691",,
"5141","3631","19000101","99991231","I","JC2691",,"JC2691",,
"5144","3635","19000101","99991231","I","JC2691",,"JC2691",,
"5146","3638","19000101","99991231","I","JC2691",,"JC2691",,
"5149","510","19000101","99991231","A","JC462",,,,
"5152","513","19000101","99991231","I","JC2699",,"JC2699",,
"5156","3644","19000101","99991231","I","JC2699",,"JC2699",,
"5157","3646","19000101","99991231","I","JC2699",,"JC2699",,
"5159","3650","19000101","99991231","I","JC2699",,"JC2699",,
"5161","3653","19000101","99991231","I","JC2699",,"JC2699",,
"5164","516","19000101","99991231","A","JC467",,,,
"5261","4185","19000101","99991231","I","JC2915",,"JC2915",,
"5264","4188","19000101","99991231","I","JC2915",,"JC2915",,
"5269","1416","19000101","99991231","A","JC1261",,,,
"5272","1422","19000101","99991231","I","JC2650",,"JC2650",,
"5274","1425","19000101","99991231","A","JC1268",,,,
"5277","1428","19000101","99991231","A","JC1272",,,,
"5280","4203","19000101","99991231","I","JC2920",,"JC2920",,
"5283","1432","19000101","99991231","A","JC1276",,,,
"5285","4210","19000101","99991231","I","JC2923",,"JC2923",,
"5301","1437","19000101","99991231","I","JC26",,"JC26",,
"5304","1442","19000101","99991231","A","JC1285",,,,
"5349","4248","19000101","99991231","I","JC2940",,"JC2940",,
"5352","4250","19000101","99991231","I","JC2940",,"JC2940",,
"5355","4251","19000101","99991231","I","JC2940",,"JC2940",,
"5307","4218","19000101","99991231","I","JC2928",,"JC2928",,
"5308","4222","19000101","99991231","I","JC2928",,"JC2928",,
"5312","1445","19000101","99991231","A","JC1289",,,,
"5318","4229","19000101","99991231","I","JC2934",,"JC2934",,
"5322","4233","19000101","99991231","I","JC2934",,"JC2934",,
"5328","4238","19000101","99991231","I","JC2934",,"JC2934",,
"5332","1449","19000101","99991231","A","JC1293",,,,
"5338","1452","19000101","99991231","A","JC1296",,,,
"5343","4244","19000101","99991231","I","JC2940",,"JC2940",,
"5346","4246","19000101","99991231","I","JC2940",,"JC2940",,
"2410","2206","19000101","99991231","I","JC1913",,"JC1913",,
"2412","1162","19000101","99991231","A","JC1037",,,,
"2414","1165","19000101","99991231","A","JC1040",,,,
"2416","1168","19000101","99991231","A","JC1044",,,,
"2418","2213","19000101","99991231","I","JC1922",,"JC1922",,
"2419","2214","19000101","99991231","I","JC1922",,"JC1922",,
"2421","1171","19000101","99991231","A","JC1046",,,,
"2423","1176","19000101","99991231","A","JC1049",,,,
"2425","2219","19000101","99991231","I","JC1936",,"JC1936",,
"2427","2223","19000101","99991231","I","JC1936",,"JC1936",,
"2429","2225","19000101","99991231","I","JC1936",,"JC1936",,
"5143","4141","19000101","99991231","I","JC2893",,"JC2893",,
"5145","1394","19000101","99991231","A","JC1240",,,,
"5147","4148","19000101","99991231","I","JC2900",,"JC2900",,
"5150","1399","19000101","99991231","A","JC1244",,,,
"5153","4153","19000101","99991231","I","JC2903",,"JC2903",,
"5239","1402","19000101","99991231","A","JC1246",,,,
"5241","1405","19000101","99991231","A","JC1249",,,,
"5245","4163","19000101","99991231","I","JC2911",,"JC2911",,
"5247","4166","19000101","99991231","I","JC2911",,"JC2911",,
"5250","1408","19000101","99991231","A","JC1253",,,,
"5253","1412","19000101","99991231","A","JC1257",,,,
"5257","4176","19000101","99991231","I","JC2915",,"JC2915",,
"5260","4180","19000101","99991231","I","JC2915",,"JC2915",,
"2241","2178","19000101","99991231","I","JC1887",,"JC1887",,
"2246","1136","19000101","99991231","A","JC1016",,,,
"2249","2185","19000101","99991231","I","JC1889",,"JC1889",,
"2254","2187","19000101","99991231","I","JC1889",,"JC1889",,
"2257","2189","19000101","99991231","I","JC1889",,"JC1889",,
"2394","1140","19000101","99991231","A","JC1020",,,,
"2395","2192","19000101","99991231","I","JC1896",,"JC1896",,
"2397","2195","19000101","99991231","I","JC1896",,"JC1896",,
"2399","1145","19000101","99991231","A","JC1024",,,,
"2401","2199","19000101","99991231","I","JC1904",,"JC1904",,
"2403","1148","19000101","99991231","A","JC1026",,,,
"2406","1153","19000101","99991231","A","JC1029",,,,
"2408","1157","19000101","99991231","A","JC1034",,,,
"5100","4099","19000101","99991231","I","JC2875",,"JC2875",,
"5103","1365","19000101","99991231","I","JC2875",,"JC2875",,
"5105","4103","19000101","99991231","I","JC2875",,"JC2875",,
"5109","1368","19000101","99991231","A","JC1216",,,,
"5111","1370","19000101","99991231","I","JC2882",,"JC2882",,
"5114","1373","19000101","99991231","A","JC1220",,,,
"5118","1376","19000101","99991231","A","JC1223",,,,
"5123","4120","19000101","99991231","I","JC2887",,"JC2887",,
"5126","1381","19000101","99991231","A","JC1231",,,,
"5129","4127","19000101","99991231","I","JC2889",,"JC2889",,
"5132","4129","19000101","99991231","I","JC2889",,"JC2889",,
"5137","4133","19000101","99991231","I","JC2889",,"JC2889",,
"5140","1389","19000101","99991231","A","JC1235",,,,
"5056","1335","19000101","99991231","I","JC2798",,"JC2798",,
"5059","4052","19000101","99991231","I","JC2798",,"JC2798",,
"5062","4055","19000101","99991231","I","JC2798",,"JC2798",,
"5064","4059","19000101","99991231","I","JC2798",,"JC2798",,
"5067","1337","19000101","99991231","A","JC1188",,,,
"5070","1341","19000101","99991231","I","JC2863",,"JC2863",,
"5073","4064","19000101","99991231","I","JC2863",,"JC2863",,
"5078","1347","19000101","99991231","A","JC1197",,,,
"5080","4070","19000101","99991231","I","JC2868",,"JC2868",,
"5082","1352","19000101","99991231","A","JC1201",,,,
"5084","4079","19000101","99991231","I","JC2871",,"JC2871",,
"5086","4082","19000101","99991231","I","JC2871",,"JC2871",,
"5088","1357","19000101","99991231","A","JC1206",,,,
"5090","1362","19000101","99991231","A","JC1210",,,,
"5092","4090","19000101","99991231","I","JC2875",,"JC2875",,
"5097","4094","19000101","99991231","I","JC2875",,"JC2875",,
"2193","2147","19000101","99991231","I","JC1865",,"JC1865",,
"2197","1110","19000101","99991231","A","JC995",,,,
"2200","2150","19000101","99991231","I","JC1868",,"JC1868",,
"2203","2153","19000101","99991231","I","JC1868",,"JC1868",,
"2206","1115","19000101","99991231","A","JC998",,,,
"2210","2159","19000101","99991231","I","JC1873",,"JC1873",,
"2215","1120","19000101","99991231","A","JC1002",,,,
"2220","2162","19000101","99991231","I","JC1877",,"JC1877",,
"2223","1123","19000101","99991231","A","JC1005",,,,
"2226","1127","19000101","99991231","A","JC1009",,,,
"2229","2169","19000101","99991231","I","JC1882",,"JC1882",,
"2234","2172","19000101","99991231","I","JC1882",,"JC1882",,
"2237","1132","19000101","99991231","A","JC1012",,,,
"5032","4002","19000101","99991231","I","JC2844",,"JC2844",,
"5034","4006","19000101","99991231","I","JC2844",,"JC2844",,
"5036","1324","19000101","99991231","A","JC1177",,,,
"5037","1327","19000101","99991231","A","JC1180",,,,
"5039","4017","19000101","99991231","I","JC2848",,"JC2848",,
"5042","4021","19000101","99991231","I","JC2848",,"JC2848",,
"5044","1332","19000101","99991231","A","JC1184",,,,
"5047","4042","19000101","99991231","I","JC2854",,"JC2854",,
"5050","4045","19000101","99991231","I","JC2854",,"JC2854",,
"5053","4049","19000101","99991231","I","JC2854",,"JC2854",,
"2144","2083","19000101","99991231","I","JC1837",,"JC1837",,
"2148","1078","19000101","99991231","A","JC965",,,,
"2150","1082","19000101","99991231","A","JC968",,,,
"2153","2089","19000101","99991231","I","JC1844",,"JC1844",,
"2155","1085","19000101","99991231","A","JC971",,,,
"2158","2096","19000101","99991231","I","JC1846",,"JC1846",,
"2160","2099","19000101","99991231","I","JC1846",,"JC1846",,
"2162","2103","19000101","99991231","I","JC1846",,"JC1846",,
"2164","1088","19000101","99991231","A","JC975",,,,
"2167","2108","19000101","99991231","I","JC1850",,"JC1850",,
"2169","2113","19000101","99991231","I","JC1850",,"JC1850",,
"2172","2118","19000101","99991231","I","JC1850",,"JC1850",,
"2174","1091","19000101","99991231","A","JC978",,,,
"2176","2126","19000101","99991231","I","JC1853",,"JC1853",,
"2178","1095","19000101","99991231","A","JC982",,,,
"2180","1099","19000101","99991231","A","JC985",,,,
"2182","2133","19000101","99991231","I","JC1857",,"JC1857",,
"2184","2137","19000101","99991231","I","JC1857",,"JC1857",,
"2186","1103","19000101","99991231","A","JC987",,,,
"2188","2142","19000101","99991231","I","JC1861",,"JC1861",,
"2191","1106","19000101","99991231","A","JC990",,,,
"4998","3958","19000101","99991231","I","JC2830",,"JC2830",,
"5001","1309","19000101","99991231","A","JC1163",,,,
"5005","3967","19000101","99991231","I","JC2834",,"JC2834",,
"5009","3971","19000101","99991231","I","JC2834",,"JC2834",,
"5012","3975","19000101","99991231","I","JC2834",,"JC2834",,
"5015","1313","19000101","99991231","A","JC1167",,,,
"5018","1316","19000101","99991231","A","JC1170",,,,
"5020","3988","19000101","99991231","I","JC2839",,"JC2839",,
"5025","3991","19000101","99991231","I","JC2839",,"JC2839",,
"5027","3994","19000101","99991231","I","JC2839",,"JC2839",,
"5029","1320","19000101","99991231","A","JC1174",,,,
"4921","1263","19000101","99991231","I","JC1117",,"JC1117",,
"4924","1265","19000101","99991231","A","JC1117",,,,
"4926","3863","19000101","99991231","I","JC1117",,"JC1117",,
"4928","1267","19000101","99991231","A","JC1122",,,,
"4929","3868","19000101","99991231","I","JC2798",,"JC2798",,
"4930","1270","19000101","99991231","A","JC1125",,,,
"4931","1274","19000101","99991231","A","JC1129",,,,
"4932","3882","19000101","99991231","I","JC2807",,"JC2807",,
"4936","3886","19000101","99991231","I","JC2807",,"JC2807",,
"4937","3889","19000101","99991231","I","JC2807",,"JC2807",,
"4940","3895","19000101","99991231","I","JC2807",,"JC2807",,
"4942","3899","19000101","99991231","I","JC2807",,"JC2807",,
"4945","1278","19000101","99991231","A","JC1133",,,,
"4947","3905","19000101","99991231","I","JC2814",,"JC2814",,
"4950","3908","19000101","99991231","I","JC2814",,"JC2814",,
"4952","3912","19000101","99991231","I","JC2814",,"JC2814",,
"4955","1282","19000101","99991231","A","JC1136",,,,
"4958","3918","19000101","99991231","I","JC2818",,"JC2818",,
"4961","1285","19000101","99991231","A","JC1139",,,,
"4965","1288","19000101","99991231","A","JC1143",,,,
"4968","3928","19000101","99991231","I","JC2820",,"JC2820",,
"4971","1293","19000101","99991231","A","JC1148",,,,
"4973","1297","19000101","99991231","A","JC202",,,,
"4976","3942","19000101","99991231","I","JC1152",,"JC1152",,
"4979","1302","19000101","99991231","A","JC1156",,,,
"4982","1305","19000101","99991231","A","JC1160",,,,
"4985","3951","19000101","99991231","I","JC2830",,"JC2830",,
"4993","3955","19000101","99991231","I","JC2830",,"JC2830",,
"4891","1241","19000101","99991231","A","JC1104",,,,
"4893","3822","19000101","99991231","I","JC2767",,"JC2767",,
"4895","1247","19000101","99991231","A","JC1107",,,,
"4898","3827","19000101","99991231","I","JC2773",,"JC2773",,
"4900","3829","19000101","99991231","I","JC2773",,"JC2773",,
"4902","3833","19000101","99991231","I","JC2773",,"JC2773",,
"4904","1251","19000101","99991231","A","JC1109",,,,
"4905","3840","19000101","99991231","I","JC2777",,"JC2777",,
"4908","3842","19000101","99991231","I","JC2777",,"JC2777",,
"4910","3844","19000101","99991231","I","JC2777",,"JC2777",,
"4912","1256","19000101","99991231","A","JC1113",,,,
"4915","3849","19000101","99991231","I","JC2783",,"JC2783",,
"4917","1260","19000101","99991231","A","JC1115",,,,
"4918","3854","19000101","99991231","I","JC2787",,"JC2787",,
"4920","3858","19000101","99991231","I","JC2787",,"JC2787",,
"4738","3740","19000101","99991231","I","JC2730",,"JC2730",,
"4743","1195","19000101","99991231","A","JC1061",,,,
"4746","3745","19000101","99991231","I","JC2737",,"JC2737",,
"4750","1200","19000101","99991231","A","JC1066",,,,
"4753","3753","19000101","99991231","I","JC2740",,"JC2740",,
"4757","3757","19000101","99991231","I","JC2740",,"JC2740",,
"4761","3761","19000101","99991231","I","JC2740",,"JC2740",,
"4765","1204","19000101","99991231","A","JC1069",,,,
"4769","1207","19000101","99991231","A","JC1073",,,,
"4771","3772","19000101","99991231","I","JC2747",,"JC2747",,
"4774","3777","19000101","99991231","I","JC2747",,"JC2747",,
"4777","3782","19000101","99991231","I","JC2747",,"JC2747",,
"4780","3786","19000101","99991231","I","JC2747",,"JC2747",,
"4782","1212","19000101","99991231","I","JC2747",,"JC2747",,
"4786","1215","19000101","99991231","A","JC1078",,,,
"4795","1218","19000101","99991231","A","JC1081",,,,
"4796","1223","19000101","99991231","A","JC1084",,,,
"4800","3798","19000101","99991231","I","JC2755",,"JC2755",,
"4802","1226","19000101","99991231","A","JC1087",,,,
"4803","3804","19000101","99991231","I","JC2758",,"JC2758",,
"4806","3806","19000101","99991231","I","JC2758",,"JC2758",,
"4808","1229","19000101","99991231","A","JC1091",,,,
"4888","1233","19000101","99991231","I","JC2657",,"JC2657",,
"4890","1236","19000101","99991231","A","JC1097",,,,
"1961","1961","19000101","99991231","I","JC1763",,"JC1763",,
"1962","1964","19000101","99991231","I","JC1763",,"JC1763",,
"1963","704","19000101","99991231","I","JC1766",,"JC1766",,
"1964","707","19000101","99991231","A","JC632",,,,
"1965","1970","19000101","99991231","I","JC1768",,"JC1768",,
"1966","1972","19000101","99991231","I","JC1768",,"JC1768",,
"1967","711","19000101","99991231","A","JC636",,,,
"1968","715","19000101","99991231","A","JC639",,,,
"1969","718","19000101","99991231","A","JC643",,,,
"1970","1977","19000101","99991231","I","JC1775",,"JC1775",,
"1971","1979","19000101","99991231","I","JC1775",,"JC1775",,
"1972","723","19000101","99991231","A","JC647",,,,
"1973","1983","19000101","99991231","I","JC1779",,"JC1779",,
"1974","1984","19000101","99991231","I","JC1779",,"JC1779",,
"1975","1986","19000101","99991231","I","JC1779",,"JC1779",,
"1976","726","19000101","99991231","A","JC650",,,,
"1977","1988","19000101","99991231","I","JC1783",,"JC1783",,
"1978","730","19000101","99991231","A","JC654",,,,
"1979","1991","19000101","99991231","I","JC1785",,"JC1785",,
"1980","1993","19000101","99991231","I","JC1785",,"JC1785",,
"1981","1994","19000101","99991231","I","JC1785",,"JC1785",,
"1982","734","19000101","99991231","A","JC657",,,,
"1983","1998","19000101","99991231","I","JC1791",,"JC1791",,
"4695","3700","19000101","99991231","I","JC2692",,"JC2692",,
"4698","3703","19000101","99991231","I","JC2692",,"JC2692",,
"4700","3705","19000101","99991231","I","JC2692",,"JC2692",,
"4703","3708","19000101","99991231","I","JC2692",,"JC2692",,
"4705","3711","19000101","99991231","I","JC2692",,"JC2692",,
"4707","3714","19000101","99991231","I","JC2692",,"JC2692",,
"4711","3717","19000101","99991231","I","JC2692",,"JC2692",,
"4713","1186","19000101","99991231","I","JC2692",,"JC2692",,
"4716","3718","19000101","99991231","I","JC2692",,"JC2692",,
"4719","3719","19000101","99991231","I","JC2692",,"JC2692",,
"4722","1188","19000101","99991231","A","JC1053",,,,
"4724","3724","19000101","99991231","I","JC2727",,"JC2727",,
"4727","3727","19000101","99991231","I","JC2727",,"JC2727",,
"4729","1191","19000101","99991231","A","JC1057",,,,
"4732","3734","19000101","99991231","I","JC2730",,"JC2730",,
"4736","3736","19000101","99991231","I","JC2730",,"JC2730",,
"4642","3612","19000101","99991231","I","JC2681",,"JC2681",,
"4643","3615","19000101","99991231","I","JC2681",,"JC2681",,
"4645","1173","19000101","99991231","A","JC1047",,,,
"4647","3621","19000101","99991231","I","JC2687",,"JC2687",,
"4648","1178","19000101","99991231","A","JC1050",,,,
"4650","3632","19000101","99991231","I","JC2692",,"JC2692",,
"7799","5879","19000101","99991231","A","JC3767",,"JC3767",,
"7800","5880","19000101","99991231","A","JC2966",,"JC2966",,
"7801","5881","19000101","99991231","A","JC3768",,"JC3768",,
"7802","5882","19000101","99991231","A","JC3185",,"JC3185",,
"7803","5883","19000101","99991231","A","JC3201",,"JC3201",,
"7804","5884","19000101","99991231","A","JC3769",,"JC3769",,
"7805","5885","19000101","99991231","A","JC3123",,"JC3123",,
"7806","5886","19000101","99991231","A","JC3661",,"JC3661",,
"7807","5887","19000101","99991231","A","JC3770",,"JC3770",,
"7808","5888","19000101","99991231","A","JC3771",,"JC3771",,
"2147","2003","19000101","99991231","I","JC1793",,"JC1793",,
"2149","2006","19000101","99991231","I","JC1793",,"JC1793",,
"2151","2008","19000101","99991231","I","JC1793",,"JC1793",,
"2152","1448","19000101","99991231","A","JC1292",,,,
"2154","2011","19000101","99991231","I","JC1796",,"JC1796",,
"2156","2013","19000101","99991231","I","JC1796",,"JC1796",,
"2157","1453","19000101","99991231","I","JC1796",,"JC1796",,
"2159","1456","19000101","99991231","A","JC1299",,,,
"2161","2016","19000101","99991231","I","JC1799",,"JC1799",,
"2163","1460","19000101","99991231","A","JC1303",,,,
"2165","2020","19000101","99991231","I","JC1800",,"JC1800",,
"2166","1463","19000101","99991231","A","JC1306",,,,
"2168","2022","19000101","99991231","I","JC1802",,"JC1802",,
"2170","2024","19000101","99991231","I","JC1802",,"JC1802",,
"2171","1467","19000101","99991231","A","JC1310",,,,
"2173","1471","19000101","99991231","I","JC1805",,"JC1805",,
"2175","1475","19000101","99991231","A","JC1316",,,,
"2082","1035","19000101","99991231","A","JC925",,,,
"2085","2040","19000101","99991231","I","JC1812",,"JC1812",,
"2087","1039","19000101","99991231","A","JC929",,,,
"2089","2043","19000101","99991231","I","JC1813",,"JC1813",,
"2092","1043","19000101","99991231","A","JC932",,,,
"2096","1046","19000101","99991231","A","JC936",,,,
"2102","1050","19000101","99991231","A","JC940",,,,
"2107","2055","19000101","99991231","I","JC1820",,"JC1820",,
"2110","2057","19000101","99991231","I","JC1820",,"JC1820",,
"2113","1055","19000101","99991231","A","JC945",,,,
"2115","2060","19000101","99991231","I","JC1823",,"JC1823",,
"2120","1059","19000101","99991231","A","JC949",,,,
"2123","1063","19000101","99991231","A","JC952",,,,
"2125","2070","19000101","99991231","I","JC1827",,"JC1827",,
"2128","2071","19000101","99991231","I","JC1827",,"JC1827",,
"2131","1066","19000101","99991231","A","JC955",,,,
"2135","2076","19000101","99991231","I","JC1831",,"JC1831",,
"2138","1069","19000101","99991231","A","JC959",,,,
"2140","2080","19000101","99991231","I","JC1819",,"JC1819",,
"2142","1073","19000101","99991231","A","JC962",,,,
"4610","3578","19000101","99991231","I","JC2657",,"JC2657",,
"4612","3579","19000101","99991231","I","JC2657",,"JC2657",,
"4615","3580","19000101","99991231","I","JC2657",,"JC2657",,
"4617","3581","19000101","99991231","I","JC2657",,"JC2657",,
"4619","3584","19000101","99991231","I","JC2657",,"JC2657",,
"4621","3586","19000101","99991231","I","JC2657",,"JC2657",,
"4624","1155","19000101","99991231","A","JC1030",,,,
"4626","3590","19000101","99991231","I","JC2668",,"JC2668",,
"4627","3593","19000101","99991231","I","JC2668",,"JC2668",,
"4629","1158","19000101","99991231","A","JC1033",,,,
"4631","3597","19000101","99991231","I","JC2672",,"JC2672",,
"4633","1160","19000101","99991231","A","JC1036",,,,
"4634","3603","19000101","99991231","I","JC2675",,"JC2675",,
"4636","1164","19000101","99991231","A","JC1039",,,,
"4638","1166","19000101","99991231","A","JC1042",,,,
"4640","1169","19000101","99991231","A","JC1045",,,,
"4562","3531","19000101","99991231","I","JC2647",,"JC2647",,
"4564","3533","19000101","99991231","I","JC2647",,"JC2647",,
"4566","3534","19000101","99991231","I","JC2647",,"JC2647",,
"4567","1135","19000101","99991231","A","JC1014",,,,
"4569","3538","19000101","99991231","I","JC2649",,"JC2649",,
"4571","3539","19000101","99991231","I","JC2649",,"JC2649",,
"4574","3542","19000101","99991231","I","JC2649",,"JC2649",,
"4576","3544","19000101","99991231","I","JC2649",,"JC2649",,
"4578","3546","19000101","99991231","I","JC2649",,"JC2649",,
"4580","3549","19000101","99991231","I","JC2649",,"JC2649",,
"4582","1137","19000101","99991231","A","JC1017",,,,
"4584","3553","19000101","99991231","I","JC2654",,"JC2654",,
"4586","1141","19000101","99991231","A","JC1021",,,,
"4588","3556","19000101","99991231","I","JC2656",,"JC2656",,
"4591","1147","19000101","99991231","A","JC1025",,,,
"4593","3560","19000101","99991231","I","JC2657",,"JC2657",,
"4595","3563","19000101","99991231","I","JC2657",,"JC2657",,
"4597","3565","19000101","99991231","I","JC2657",,"JC2657",,
"4600","3568","19000101","99991231","I","JC2657",,"JC2657",,
"4602","3571","19000101","99991231","I","JC2657",,"JC2657",,
"4604","1151","19000101","99991231","I","JC2657",,"JC2657",,
"4606","3573","19000101","99991231","I","JC2657",,"JC2657",,
"4608","3576","19000101","99991231","I","JC2657",,"JC2657",,
"6550","4145","19000101","99991231","I","JC2895",,"JC2895",,
"6554","1922","19000101","99991231","A","JC1718",,,,
"6556","4151","19000101","99991231","I","JC2901",,"JC2901",,
"6557","4156","19000101","99991231","I","JC2901",,"JC2901",,
"6559","4159","19000101","99991231","I","JC2901",,"JC2901",,
"6561","4164","19000101","99991231","I","JC2901",,"JC2901",,
"6563","4167","19000101","99991231","I","JC2901",,"JC2901",,
"6566","4169","19000101","99991231","I","JC2901",,"JC2901",,
"6569","4172","19000101","99991231","I","JC2901",,"JC2901",,
"6571","4178","19000101","99991231","I","JC2901",,"JC2901",,
"6572","4182","19000101","99991231","I","JC2901",,"JC2901",,
"6574","4186","19000101","99991231","I","JC2901",,"JC2901",,
"6576","4191","19000101","99991231","I","JC2901",,"JC2901",,
"6578","4195","19000101","99991231","I","JC2901",,"JC2901",,
"6580","4199","19000101","99991231","I","JC2901",,"JC2901",,
"6582","4202","19000101","99991231","I","JC2901",,"JC2901",,
"6583","4204","19000101","99991231","I","JC2901",,"JC2901",,
"6585","1924","19000101","99991231","A","JC1721",,,,
"6587","4208","19000101","99991231","I","JC2924",,"JC2924",,
"6589","1927","19000101","99991231","A","JC1724",,,,
"6592","4212","19000101","99991231","I","JC2925",,"JC2925",,
"6594","1930","19000101","99991231","I","JC1326",,"JC1326",,
"6595","4219","19000101","99991231","I","JC1326",,"JC1326",,
