"EMPLOYMENT_ID","PERSON_ID","EMPLOYEE_ID","START_DATE","END_DATE","ORIGINAL_START_DATE","SENIORITY_DATE","ASSIGNMENT_TYPE"
"584","P00555","E100746","20120601",,"20120601",,"ST"
"585","P00466","E100604","20111104",,"20111104",,"ST"
"586","P00226","E100282","20081029",,"20081029",,"ST"
"587","P00841","E101234","20140610",,"20140610",,"ST"
"589","P00813","E101184","20140902","20160507","20140902",,"ST"
"590","P00905","E101356","20140722",,"20140722",,"ST"
"591","P00250","E100313","20090211",,"20090211",,"ST"
"593","P00599","E100823","20120905","20160925","20120905",,"ST"
"594","P00018","E100021","20030621","20150331","19990701",,"ST"
"595","P00346","E100448","20100629",,"20100629",,"ST"
"596","P00384","E100492","20101130",,"20111220",,"ST"
"597","P00615","E100845","20120906",,"20120906",,"ST"
"598","P00557","E100751","20120404",,"20120404",,"ST"
"599","P00142","E100173","20070522",,"20070522",,"ST"
"600","P00687","E100970","20130503","20170307","20130503",,"ST"
"601","P00056","E100068","20041013",,"20041013",,"ST"
"602","P00611","E100838","20120815",,"20120815",,"ST"
"603","P00275","E100346","20100105","20170610","20100105",,"ST"
"604","P00894","E101337","20140902",,"20140902",,"ST"
"605","P00768","E101117","20131114",,"20131114",,"ST"
"606","P00939","E101413","20141216",,"20141216",,"ST"
"607","P00948","E101435","20141118",,"20141118",,"ST"
"608","P00160","E100195","20070904",,"20070904",,"ST"
"609","P00164","E100201","20060516",,"20060516",,"ST"
"610","P00374","E100481","20100921",,"20100921",,"ST"
"611","P00585","E100792","20120404",,"20120404",,"ST"
"612","P00663","E100928","20130514",,"20130514",,"ST"
"613","P00831","E101223","20140902","20150829","20140902",,"ST"
"614","P00426","E100550","20110510",,"20110510",,"ST"
"615","P00347","E100449","20101007",,"20101007",,"ST"
"616","P00096","E100111","20050126",,"20050126",,"ST"
"617","P00202","E100250","20080806","20140731","20080806",,"ST"
"618","P00955","E101457","20141209",,"20141209",,"ST"
"619","P00864","E101282","20140520",,"20140520",,"ST"
"3681","P02090","E102094","20161201",,"20161201",,"ST"
"3701","P02091","E102084","20180101",,"20180101",,"ST"
"3702","P02092","E102085","20180101",,"20180101",,"ST"
"3703","P02093","E102095","20161130",,"20161130",,"ST"
"3704","P02094","E102089","20180101",,"20180101",,"ST"
"3721","P02095","E102086","20180101",,"20180101",,"ST"
"3741","P02096","E102093","20161124",,"20161124",,"ST"
"3742","P02097","E102080","20161130",,"20161130",,"ST"
"621","P00495","E100650","20110920",,"20110920",,"ST"
"622","P00305","E100392","20091201",,"20091201",,"ST"
"623","P00942","E101420","20141202",,"20141202",,"ST"
"624","P00554","E100745","20120504",,"20120504",,"ST"
"625","P00523","E100697","20120905",,"20120905",,"ST"
"626","P00570","E100773","20120718",,"20120718",,"ST"
"627","P00720","E101036","20130723",,"20130723",,"ST"
"628","P00204","E100252","20080807","20160220","20080807",,"ST"
"629","P00223","E100278","20081101",,"20081101",,"ST"
"630","P00610","E100835","20120905","20151024","20120905",,"ST"
"631","P00807","E101173","20140219","20160923","20140219",,"ST"
"632","P00388","E100497","20101209",,"20101209",,"ST"
"633","P00519","E100689","20120131",,"20120131",,"ST"
"634","P00669","E100944","20130402",,"20130402",,"ST"
"635","P00379","E100487","20101109",,"20101109",,"ST"
"636","P00368","E100475","20101116",,"20101116",,"ST"
"637","P00381","E100489","20101109","20150331","20101109",,"ST"
"638","P00206","E100254","20080820",,"20080820",,"ST"
"639","P00406","E100522","20110118",,"20110118",,"ST"
"640","P00196","E100243","20080710",,"20080710",,"ST"
"641","P00791","E101149","20140114",,"20140415",,"ST"
"3059","P02015","E101948","20160706",,"20160706",,"ST"
"3060","P02016","E101949","20160706",,"20160706",,"ST"
"3061","P02017","E101951","20160708",,"20160708",,"ST"
"3062","P02018","E101972","20160602","20160626","20160602",,"ST"
"3063","P02019","E101989","20160803",,"20160803",,"ST"
"3064","P02020","E101990","20160803","20160824","20160803",,"ST"
"3065","P02021","E101998","20160824",,"20160824",,"ST"
"3066","P02022","E102015","20160908",,"20160908",,"ST"
"3067","P02023","E102030","20160928",,"20160928",,"ST"
"3068","P02024","E102036","20160713",,"20160713",,"ST"
"3069","P02025","E102042","20161013",,"20161013",,"ST"
"642","P00171","E100210","20071106","20170219","20071106",,"ST"
"643","P00063","E100076","20041001","20160513","20041001",,"ST"
"644","P00710","E101021","20130618",,"20140615",,"ST"
"645","P00028","E100034","20041124","20151217","20041124",,"ST"
"646","P00646","E100902","20130903","20160529","20130903",,"ST"
"647","P00417","E100540","20110906","20161007","20110906",,"ST"
"648","P00507","E100668","20111129",,"20111129",,"ST"
"649","P00527","E100704","20120208",,"20120208",,"ST"
"650","P00322","E100414","20100414",,"20100414",,"ST"
"651","P00199","E100246","20080716",,"20080716",,"ST"
"652","P00169","E100207","20071031",,"20071031",,"ST"
"653","P00947","E101433","20141021",,"20141021",,"ST"
"654","P00829","E101220","20140325",,"20140325",,"ST"
"655","P00721","E101038","20130813",,"20130813",,"ST"
"656","P00765","E101111","20131029",,"20131029",,"ST"
"657","P00674","E100951","20130903",,"20130903",,"ST"
"658","P00836","E101228","20140401","20170114","20140401",,"ST"
"659","P00222","E100277","20090204",,"20090204",,"ST"
"660","P00498","E100653","20120110",,"20120110",,"ST"
"661","P00920","E101391","20141101",,"20141101",,"ST"
"662","P00690","E100978","20130430",,"20130430",,"ST"
"663","P00156","E100189","20070710",,"20070710",,"ST"
"664","P00744","E101085","20140101","20160930","20140101",,"ST"
"665","P00826","E101216","20140425",,"20140425",,"ST"
"666","P00489","E100636","20111015",,"20111015",,"ST"
"667","P00852","E101252","20140429",,"20140429",,"ST"
"668","P00876","E101312","20140627",,"20140627",,"ST"
"669","P00580","E100786","20120624",,"20120624",,"ST"
"670","P00761","E101107","20131203",,"20131203",,"ST"
"671","P00344","E100443","20101001",,"20101001",,"ST"
"672","P00031","E100037","20050927",,"20050927",,"ST"
"673","P00569","E100771","20120601",,"20130701",,"ST"
"674","P00005","E100007","20050126",,"20050126",,"ST"
"675","P00358","E100464","20101102",,"20101102",,"ST"
"676","P00317","E100406","20100204",,"20100204",,"ST"
"677","P00847","E101246","20140927",,"20140927",,"ST"
"678","P00015","E100018","20131119",,"20140321",,"ST"
"679","P00255","E100320","20090115",,"20090310",,"ST"
"680","P00461","E100599","20110920",,"20110920",,"ST"
"681","P00450","E100586","20111103",,"20111103",,"ST"
"682","P00386","E100495","20110111",,"20110111",,"ST"
"683","P00584","E100790","20121017","20150207","20120607",,"ST"
"684","P00726","E101048","20130913","20150725","20130913",,"ST"
"685","P00004","E100006","20051129",,"20051129",,"ST"
"686","P00512","E100679","20120503","20160904","20120503",,"ST"
"687","P00030","E100036","20050906","20160806","20050906",,"ST"
"688","P00345","E100444","20101001",,"20101001",,"ST"
"689","P00620","E100852","20121010","20161130","20121010",,"ST"
"690","P00534","E100712","20120408","20170506","20120408",,"ST"
"691","P00724","E101044","20130917",,"20130917",,"ST"
"692","P00025","E100031","20030901",,"19980911",,"ST"
"693","P00065","E100078","20041110",,"20041110",,"ST"
"694","P00633","E100875","20121109","20160731","20121102",,"ST"
"695","P00110","E100127","20060725",,"20070201",,"ST"
"696","P00825","E101215","20140318","20150814","20140903",,"ST"
"697","P00530","E100707","20120401","20170331","20120401",,"ST"
"698","P00924","E101395","20141028",,"20141028",,"ST"
"699","P00139","E100169","20070406","20151231","20070406",,"ST"
"700","P00922","E101393","20140930",,"20140930",,"ST"
"701","P00732","E101060","20130820",,"20130820",,"ST"
"702","P00165","E100202","20071016",,"20071016",,"ST"
"703","P00827","E101217","20140501",,"20140501",,"ST"
"704","P00001","E100002","20041013",,"20041013",,"ST"
"705","P00330","E100425","20100126",,"20100126",,"ST"
"706","P00839","E101231","20140408",,"20140408",,"ST"
"707","P00166","E100203","20071114",,"20071114",,"ST"
"708","P00191","E100237","20080611",,"20080611",,"ST"
"709","P00951","E101441","20141202",,"20141202",,"ST"
"710","P00398","E100509","20110906",,"20110906",,"ST"
"711","P00907","E101362","20141118",,"20141118",,"ST"
"712","P00700","E101004","20130618",,"20130618",,"ST"
"713","P00878","E101314","20140715",,"20141001",,"ST"
"714","P00263","E100331","20090512",,"20090512",,"ST"
"715","P00252","E100316","20090220",,"20090220",,"ST"
"716","P00670","E100945","20130312","20161211","20130312",,"ST"
"717","P00413","E100534","20110301",,"20110301",,"ST"
"718","P00007","E100009","20060131",,"20060131",,"ST"
"719","P00021","E100025","20031001",,"20001115",,"ST"
"721","P00779","E101137","20131101",,"20131101",,"ST"
"722","P00520","E100692","20120118","20160615","20120118",,"ST"
"723","P00230","E100286","20090129",,"20090129",,"ST"
"724","P00673","E100949","20130612",,"20130612",,"ST"
"725","P00856","E101259","20140501","20150120","20140501",,"ST"
"726","P00469","E100607","20110906",,"20110906",,"ST"
"727","P00547","E100731","20120502",,"20120502",,"ST"
"728","P00051","E100063","20050719",,"20050719",,"ST"
"729","P00103","E100118","20110720",,"20120121",,"ST"
"730","P00898","E101345","20140812",,"20140812",,"ST"
"731","P00251","E100315","20090601",,"20090601",,"ST"
"732","P00154","E100187","20070731",,"20090527",,"ST"
"733","P00321","E100413","20100511",,"20100511",,"ST"
"734","P00399","E100511","20110208",,"20110208",,"ST"
"735","P00707","E101013","20131008",,"20131008",,"ST"
"736","P00828","E101219","20140325","20150818","20140325",,"ST"
"737","P00014","E100017","20040609",,"20040609",,"ST"
"738","P00766","E101112","20131029",,"20131029",,"ST"
"739","P00539","E100720","20120307",,"20120307",,"ST"
"740","P00070","E100083","20041013",,"20041013",,"ST"
"741","P00694","E100991","20130828",,"20130828",,"ST"
"742","P00194","E100240","20080530",,"20080530",,"ST"
"743","P00302","E100389","20091124",,"20091124",,"ST"
"744","P00840","E101232","20140409",,"20140409",,"ST"
"745","P00143","E100174","20070505",,"20070505",,"ST"
"746","P00098","E100113","20060516",,"20060516",,"ST"
"747","P00352","E100454","20100810","20150224","20110208",,"ST"
"749","P00662","E100927","20130220",,"20130220",,"ST"
"750","P00423","E100547","20110426",,"20110426",,"ST"
"751","P00389","E100498","20110121",,"20110121",,"ST"
"752","P00416","E100538","20110405","20150530","20110405",,"ST"
"753","P00404","E100519","20110121",,"20110121",,"ST"
"754","P00059","E100072","20030901",,"19950927",,"ST"
"755","P00265","E100334","20090416",,"20090416",,"ST"
"756","P00589","E100798","20120927",,"20120927",,"ST"
"757","P00058","E100071","20041020","20161014","20041020",,"ST"
"758","P00225","E100281","20081210",,"20081210",,"ST"
"759","P00943","E101423","20141202",,"20141202",,"ST"
"760","P00478","E100620","20120111",,"20120111",,"ST"
"761","P00180","E100224","20080305","20160701","20101005",,"ST"
"762","P00699","E101002","20130605","20161104","20130605",,"ST"
"763","P00430","E100558","20110524","20160331","20110524",,"ST"
"764","P00229","E100285","20081203",,"20081203",,"ST"
"765","P00777","E101135","20140204",,"20140204",,"ST"
"766","P00518","E100687","20120115","20150108","20120115",,"ST"
"767","P00114","E100135","20060919",,"20060919",,"ST"
"768","P00049","E100061","20030621",,"20001025",,"ST"
"769","P00312","E100400","20100112",,"20100112",,"ST"
"770","P00641","E100892","20130181",,"20130181",,"ST"
"771","P00844","E101240","20140422",,"20140422",,"ST"
"772","P00645","E100901","20130903",,"20130903",,"ST"
"773","P00238","E100298","20081220",,"20081220",,"ST"
"774","P00648","E100905","20130103",,"20130103",,"ST"
"775","P00464","E100602","20120117",,"20120117",,"ST"
"776","P00500","E100656","20111129",,"20111129",,"ST"
"777","P00094","E100109","20040811",,"20040811",,"ST"
"778","P00355","E100457","20100803",,"20100803",,"ST"
"779","P00307","E100394","20100105",,"20100105",,"ST"
"780","P00276","E100347","20090603","20150425","20090603",,"ST"
"781","P00868","E101296","20140930",,"20140930",,"ST"
"782","P00870","E101300","20140715",,"20140715",,"ST"
"783","P00254","E100318","20090220",,"20090220",,"ST"
"784","P00861","E101278","20140624","20160630","20140624",,"ST"
"785","P00318","E100407","20100112",,"20100112",,"ST"
"786","P00893","E101336","20140815","20150812","20140815",,"ST"
"787","P00382","E100490","20110501",,"20110501",,"ST"
"788","P00050","E100062","20050126",,"20050126",,"ST"
"789","P00730","E101058","20130820",,"20130820",,"ST"
"790","P00629","E100869","20121012",,"20121012",,"ST"
"792","P00909","E101369","20140826",,"20140826",,"ST"
"793","P00544","E100726","20120413",,"20140101",,"ST"
"794","P00921","E101392","20140930",,"20140930",,"ST"
"795","P00394","E100504","20110210",,"20110210",,"ST"
"796","P00481","E100626","20120202",,"20120202",,"ST"
"797","P00105","E100122","20060628",,"20060628",,"ST"
"798","P00274","E100345","20090623",,"20090623",,"ST"
"799","P00927","E101401","20141017",,"20141017",,"ST"
"800","P00479","E100623","20111115",,"20111115",,"ST"
"801","P00668","E100939","20130701","20160331","20130701",,"ST"
"802","P00952","E101442","20140918",,"20140918",,"ST"
"803","P00664","E100929","20130186",,"20130186",,"ST"
"804","P00497","E100652","20111229",,"20111229",,"ST"
"805","P00704","E101009","20130730",,"20130730",,"ST"
"806","P00810","E101178","20140501",,"20140501",,"ST"
"807","P00509","E100671","20120113","20160416","20120113",,"ST"
"808","P00424","E100548","20110906",,"20110906",,"ST"
"809","P00452","E100589","20110906",,"20110906",,"ST"
"810","P00838","E101230","20140610","20160227","20140610",,"ST"
"811","P00287","E100363","20090728","20160914","20090728",,"ST"
"812","P00032","E100038","20040728",,"20040728",,"ST"
"813","P00817","E101189","20140318",,"20140318",,"ST"
"814","P00601","E100825","20120802","20170203","20120802",,"ST"
"815","P00742","E101075","20131119","20151010","20131119",,"ST"
"816","P00135","E100161","20070130",,"20070130",,"ST"
"817","P00801","E101166","20140902",,"20140902",,"ST"
"818","P00560","E100755","20120704","20160430","20120704",,"ST"
"819","P00150","E100181","20070807",,"20070807",,"ST"
"820","P00370","E100477","20110201",,"20110201",,"ST"
"821","P00524","E100698","20120502",,"20120502",,"ST"
"822","P00418","E100541","20110504",,"20110504",,"ST"
"823","P00508","E100669","20111213","20150214","20111213",,"ST"
"824","P00502","E100659","20120207",,"20120207",,"ST"
"825","P00467","E100605","20120113",,"20120113",,"ST"
"826","P00003","E100005","20040501","20160331","19981116",,"ST"
"827","P00853","E101255","20140501","20160115","20140501",,"ST"
"828","P00038","E100044","20051004","20150630","20051004",,"ST"
"829","P00348","E100450","20100701",,"20100701",,"ST"
"830","P00786","E101144","20140902",,"20140902",,"ST"
"831","P00875","E101311","20140715",,"20140715",,"ST"
"832","P00918","E101389","20140923",,"20140923",,"ST"
"833","P00755","E101100","20160901","20160908","20160901",,"ST"
"834","P00019","E100022","20030901",,"20020910",,"ST"
"835","P00874","E101310","20140617",,"20140617",,"ST"
"836","P00246","E100308","20120815","20150131","20120815",,"ST"
"837","P00082","E100096","20050201",,"20050201",,"ST"
"838","P00638","E100888","20121121",,"20121121",,"ST"
"839","P00123","E100146","20061107","20160529","20061107",,"ST"
"840","P00269","E100339","20090818",,"20090818",,"ST"
"841","P00106","E100123","20060628",,"20060628",,"ST"
"842","P00113","E100132","20060906",,"20071002",,"ST"
"843","P00081","E100095","20060228",,"20060228",,"ST"
"844","P00938","E101412","20141223",,"20141223",,"ST"
"845","P00944","E101424","20141104","20161123","20141104",,"ST"
"846","P00132","E100158","20070313",,"20070313",,"ST"
"847","P00158","E100193","20070710",,"20070710",,"ST"
"848","P00928","E101402","20141007",,"20141007",,"ST"
"849","P00212","E100262","20081002",,"20081002",,"ST"
"850","P00621","E100853","20121010","20160630","20130701",,"ST"
"851","P00385","E100493","20110101",,"20110101",,"ST"
"852","P00122","E100145","20061101",,"20061101",,"ST"
"853","P00823","E101199","20140422","20150424","20140318",,"ST"
"854","P00675","E100953","20130403","20150209","20130403",,"ST"
"855","P00935","E101409","20141111",,"20141111",,"ST"
"856","P00848","E101247","20140429",,"20141030",,"ST"
"857","P00567","E100767","20160824",,"20160824",,"ST"
"858","P00456","E100593","20110901",,"20110901",,"ST"
"859","P00772","E101125","20131127",,"20140201",,"ST"
"860","P00600","E100824","20120809",,"20120809",,"ST"
"861","P00733","E101061","20130924",,"20130924",,"ST"
"3081","P02037","E101935","20160622","20160821","20160622",,"ST"
"3082","P02038","E101945","20160629","20160731","20160629",,"ST"
"3083","P02039","E101946","20160706",,"20160706",,"ST"
"3084","P02040","E101950","20160708",,"20160708",,"ST"
"3085","P02041","E101975","20160720",,"20160720",,"ST"
"3086","P02042","E101995","20160824","20170131","20160824",,"ST"
"3087","P02043","E101997","20160824",,"20160824",,"ST"
"3088","P02044","E101999","20160824",,"20160824",,"ST"
"3089","P02045","E102004","20160824","20170126","20160824",,"ST"
"3090","P02046","E102010","20160831",,"20160831",,"ST"
"3091","P02047","E102011","20160831",,"20160831",,"ST"
"862","P00866","E101285","20140520",,"20140520",,"ST"
"863","P00470","E100608","20110913",,"20110913",,"ST"
"864","P00715","E101031","20130709",,"20130709",,"ST"
"865","P00521","E100693","20120118",,"20120118",,"ST"
"866","P00846","E101244","20140422",,"20140422",,"ST"
"867","P00545","E100729","20120606",,"20120606",,"ST"
"868","P00511","E100674","20120418",,"20120418",,"ST"
"869","P00220","E100273","20140201",,"20140201",,"ST"
"870","P00437","E100568","20120114",,"20120114",,"ST"
"871","P00619","E100850","20121107",,"20121107",,"ST"
"872","P00546","E100730","20120502",,"20120502",,"ST"
"873","P00136","E100162","20070116",,"20070116",,"ST"
"874","P00859","E101275","20140513",,"20140513",,"ST"
"875","P00821","E101193","20140601","20170219","20140601",,"ST"
"876","P00183","E100227","20080501",,"20080501",,"ST"
"877","P00543","E100725","20120530",,"20120530",,"ST"
"879","P00683","E100965","20130402","20160930","20130402",,"ST"
"880","P00134","E100160","20061216",,"20080901",,"ST"
"881","P00395","E100505","20110101",,"20110101",,"ST"
"882","P00496","E100651","20111101",,"20111101",,"ST"
"883","P00304","E100391","20091208",,"20091208",,"ST"
"3070","P02026","E102047","20161019",,"20161019",,"ST"
"3071","P02027","E101921","20160615","20161014","20160615",,"ST"
"3072","P02028","E101939","20160629",,"20160629",,"ST"
"3073","P02029","E101942","20160629",,"20160629",,"ST"
"3074","P02030","E101971","20160715",,"20160715",,"ST"
"3075","P02031","E102014","20160908",,"20160908",,"ST"
"3076","P02032","E101933","20160622",,"20160622",,"ST"
"3077","P02033","E101996","20160810",,"20160810",,"ST"
"3078","P02034","E102013","20160903",,"20160903",,"ST"
"3079","P02035","E101920","20160615","20160904","20160615",,"ST"
"3080","P02036","E101932","20160622",,"20160622",,"ST"
"884","P00678","E100958","20130528","20150103","20130528",,"ST"
"885","P00273","E100344","20090901",,"20090901",,"ST"
"886","P00152","E100185","20070605",,"20070605",,"ST"
"887","P00798","E101163","20140425","20160618","20140425",,"ST"
"888","P00008","E100010","20051018","20151130","20051018",,"ST"
"889","P00644","E100900","20130227",,"20130227",,"ST"
"890","P00170","E100209","20071106",,"20071106",,"ST"
"891","P00436","E100567","20110901",,"20110901",,"ST"
"892","P00337","E100434","20160217",,"20160217",,"ST"
"893","P00884","E101320","20140923",,"20140923",,"ST"
"894","P00784","E101142","20140812",,"20140812",,"ST"
"895","P00885","E101321","20140801","20161130","20140801",,"ST"
"896","P00039","E100045","20040519",,"20040519",,"ST"
"897","P00444","E100576","20110712",,"20110712",,"ST"
"898","P00074","E100087","20050816",,"20050816",,"ST"
"899","P00016","E100019","20060207",,"20060207",,"ST"
"900","P00904","E101354","20140819","20150731","20141201",,"ST"
"901","P00257","E100324","20090428",,"20090428",,"ST"
"902","P00573","E100777","20120531",,"20120531",,"ST"
"903","P00173","E100215","20071218",,"20071218",,"ST"
"904","P00116","E100137","20060921",,"20060921",,"ST"
"905","P00488","E100635","20111025","20160807","20111025",,"ST"
"906","P00190","E100236","20080604","20150801","20080604",,"ST"
"907","P00412","E100531","20110419",,"20110419",,"ST"
"908","P00185","E100231","20080625",,"20080625",,"ST"
"909","P00118","E100140","20061206",,"20061206",,"ST"
"910","P00397","E100508","20110412",,"20110412",,"ST"
"911","P00414","E100535","20110301",,"20110301",,"ST"
"912","P00701","E101006","20140708",,"20140708",,"ST"
"913","P00658","E100923","20130140",,"20130140",,"ST"
"914","P00258","E100325","20090324","20150829","20090324",,"ST"
"915","P00837","E101229","20140513","20170115","20140513",,"ST"
"916","P00012","E100014","20031014",,"20031014",,"ST"
"917","P00153","E100186","20070703",,"20070703",,"ST"
"918","P00241","E100301","20081105","20150122","20081105",,"ST"
"919","P00549","E100736","20120321","20160716","20120321",,"ST"
"920","P00102","E100117","20060516",,"20060516",,"ST"
"921","P00493","E100645","20111115",,"20130103",,"ST"
"922","P00211","E100259","20081001","20140802","20081001",,"ST"
"923","P00182","E100226","20080402",,"20080402",,"ST"
"924","P00752","E101097","20140101",,"20140101",,"ST"
"925","P00272","E100343","20091103","20140902","20091103",,"ST"
"926","P00586","E100793","20120801",,"20120801",,"ST"
"927","P00297","E100381","20091117","20151120","20091117",,"ST"
"928","P00617","E100847","20121031",,"20121031",,"ST"
"929","P00688","E100974","20130423","20160527","20130423",,"ST"
"930","P00506","E100665","20120416",,"20120416",,"ST"
"931","P00787","E101145","20140902",,"20140902",,"ST"
"932","P00778","E101136","20140201",,"20140201",,"ST"
"933","P00296","E100380","20100105",,"20100105",,"ST"
"934","P00443","E100574","20110719","20170212","20110719",,"ST"
"935","P00548","E100735","20120314","20160430","20120314",,"ST"
"936","P00448","E100581","20110816","20160409","20110816",,"ST"
"937","P00441","E100572","20110901","20160531","20110901",,"ST"
"938","P00091","E100106","20050126",,"20050126",,"ST"
"939","P00727","E101050","20130919","20160104","20130919",,"ST"
"940","P00047","E100058","20040217",,"20040217",,"ST"
"941","P00372","E100479","20101019",,"20101019",,"ST"
"942","P00052","E100064","20081205","20160715","20060117",,"ST"
"943","P00814","E101185","20140422",,"20140422",,"ST"
"944","P00691","E100980","20130618","20160723","20130618",,"ST"
"945","P00217","E100269","20081001",,"20081001",,"ST"
"946","P00748","E101093","20140103",,"20140103",,"ST"
"947","P00537","E100717","20120905",,"20120905",,"ST"
"948","P00581","E100787","20121003","20150224","20121003",,"ST"
"949","P00799","E101164","20140204",,"20140204",,"ST"
"950","P00128","E100152","20070130",,"20070130",,"ST"
"951","P00563","E100761","20120418",,"20120418",,"ST"
"952","P00236","E100295","20081203",,"20081203",,"ST"
"953","P00079","E100093","20040811",,"20040811",,"ST"
"954","P00027","E100033","20051018",,"20051018",,"ST"
"956","P00711","E101022","20131001","20151015","20131001",,"ST"
"957","P00048","E100059","20051122","20170202","20051122",,"ST"
"958","P00941","E101419","20141028",,"20141028",,"ST"
"959","P00290","E100371","20100204",,"20100204",,"ST"
"960","P00328","E100423","20100406",,"20100406",,"ST"
"961","P00913","E101377","20141007","20150226","20141007",,"ST"
"962","P00301","E100388","20150701","20151231","20150701",,"ST"
"963","P00832","E101224","20140902",,"20140902",,"ST"
"964","P00131","E100157","20061212",,"20070116",,"ST"
"965","P00300","E100386","20091203",,"20091203",,"ST"
"966","P00531","E100708","20120523","20170308","20120523",,"ST"
"967","P00187","E100233","20080430",,"20080430",,"ST"
"968","P00045","E100054","20060104","20160220","20060104",,"ST"
"969","P00022","E100026","20040418",,"20040418",,"ST"
"970","P00552","E100742","20120606","20150110","20120606",,"ST"
"971","P00148","E100179","20080924",,"20080924",,"ST"
"972","P00409","E100526","20110215",,"20110901",,"ST"
"973","P00562","E100759","20120511","20151007","20120511",,"ST"
"974","P00731","E101059","20130820",,"20130820",,"ST"
"975","P00261","E100328","20100427","20161231","20100427",,"ST"
"976","P00281","E100352","20090908","20160227","20090908",,"ST"
"977","P00582","E100788","20121003",,"20121003",,"ST"
"978","P00681","E100962","20130820",,"20130820",,"ST"
"979","P00931","E101405","20141104",,"20141104",,"ST"
"980","P00219","E100271","20081008","20150704","20081008",,"ST"
"981","P00477","E100619","20151103",,"20151103",,"ST"
"982","P00565","E100765","20120912",,"20120912",,"ST"
"983","P00119","E100142","20061031",,"20061031",,"ST"
"984","P00597","E100819","20120725",,"20120725",,"ST"
"985","P00618","E100848","20120922","20150312","20130917",,"ST"
"986","P00260","E100327","20090422",,"20090422",,"ST"
"987","P00249","E100312","20090122",,"20090122",,"ST"
"988","P00320","E100411","20100901",,"20100901",,"ST"
"989","P00434","E100563","20110901",,"20110901",,"ST"
"990","P00659","E100924","20130402",,"20130402",,"ST"
"991","P00819","E101191","20140318","20150731","20140318",,"ST"
"992","P00872","E101305","20140722","20160311","20140722",,"ST"
"993","P00809","E101176","20140501",,"20140501",,"ST"
"3049","P02005","E101973","20160706","20160828","20160706",,"ST"
"3050","P02006","E101937","20160622",,"20160622",,"ST"
"3051","P02007","E101966","20160707",,"20160707",,"ST"
"3052","P02008","E102019","20160914",,"20160914",,"ST"
"3053","P02009","E101917","20160603","20160813","20160603",,"ST"
"3054","P02010","E101918","20160615",,"20160615",,"ST"
"3055","P02011","E101919","20160615",,"20160615",,"ST"
"3056","P02012","E101924","20160616",,"20160616",,"ST"
"3057","P02013","E101941","20160629","20161023","20160629",,"ST"
"3058","P02014","E101943","20160629",,"20160629",,"ST"
"994","P00253","E100317","20090206","20150703","20090206",,"ST"
"995","P00076","E100089","20060207",,"20060207",,"ST"
"996","P00087","E100101","20040506",,"20040506",,"ST"
"997","P00686","E100969","20130501",,"20130501",,"ST"
"998","P00431","E100559","20110601",,"20110601",,"ST"
"999","P00034","E100040","20030901",,"20030181",,"ST"
"1000","P00042","E100049","20050517","20151229","20050517",,"ST"
"1001","P00773","E101126","20140114",,"20140114",,"ST"
"1002","P00654","E100916","20130903",,"20130903",,"ST"
"1003","P00800","E101165","20140513","20160901","20140513",,"ST"
"1004","P00341","E100438","20100701",,"20100701",,"ST"
"1005","P00161","E100196","20070904",,"20070904",,"ST"
"1006","P00200","E100247","20080906",,"20080906",,"ST"
"1007","P00722","E101040","20130730",,"20130730",,"ST"
"1008","P00899","E101346","20140911",,"20140911",,"ST"
"1009","P00708","E101014","20130702",,"20130702",,"ST"
"1010","P00144","E100175","20080326",,"20080326",,"ST"
"1011","P00830","E101221","20140325",,"20141118",,"ST"
"1013","P00492","E100642","20111115",,"20130401",,"ST"
"1014","P00299","E100385","20100209",,"20100209",,"ST"
"1015","P00476","E100617","20110915",,"20110915",,"ST"
"1016","P00595","E100806","20120713",,"20120713",,"ST"
"1017","P00077","E100090","20160201",,"20030508",,"ST"
"1018","P00770","E101121","20131217",,"20131217",,"ST"
"1020","P00797","E101158","20140304",,"20140304",,"ST"
"1021","P00100","E100115","20051207",,"20060418",,"ST"
"1022","P00559","E100753","20120801",,"20120801",,"ST"
"1023","P00857","E101261","20140506",,"20140506",,"ST"
"1024","P00201","E100248","20080716",,"20080716",,"ST"
"1025","P00808","E101175","20140611",,"20140611",,"ST"
"1026","P00391","E100501","20110105",,"20110105",,"ST"
"1027","P00313","E100401","20100112",,"20100112",,"ST"
"1028","P00054","E100066","20031231","20160212","20030304",,"ST"
"1029","P00062","E100075","20050503",,"20050503",,"ST"
"1030","P00331","E100427","20100420",,"20100420",,"ST"
"1031","P00422","E100546","20110426","20140621","20110426",,"ST"
"1032","P00908","E101363","20140903",,"20140903",,"ST"
"1033","P00172","E100212","20071204",,"20071204",,"ST"
"1034","P00781","E101139","20131217",,"20131217",,"ST"
"1035","P00718","E101034","20130709","20151217","20130709",,"ST"
"1036","P00712","E101026","20130823","20150417","20130823",,"ST"
"1037","P00706","E101012","20130730",,"20130730",,"ST"
"1038","P00564","E100763","20120502",,"20120502",,"ST"
"1039","P00750","E101095","20131017",,"20131017",,"ST"
"1040","P00157","E100190","20070724",,"20070724",,"ST"
"1041","P00130","E100156","20160330","20160814","20061128",,"ST"
"1042","P00088","E100102","20060117","20150606","20060117",,"ST"
"1043","P00024","E100029","20030901","20160303","20000202",,"ST"
"1044","P00184","E100229","20080418",,"20080418",,"ST"
