"EMPLOYEE_ID","EMP_PAYCOMP_RECUR_ID","COMPENSATION_ID","PAY_COMPONENT_ICODE","CURRENCY","PAYCOMPVALUE","FREQUENCY","CUSTOM_NUM10","EFFECTIVE_START_DATE","EFFECTIVE_END_DATE","TRANSACTION_SEQUENCE_NUMBER"
"E100529","24198","15706","81","GBP","86700","42",,"20120401","20130331","1"
"E100529","24199","15708","81","GBP","88900","42",,"20130401","99991231","1"
"E100530","24200","15710","81","GBP","27000","42",,"20110906","20111231","1"
"E100530","24201","15712","81","GBP","29937.5","42",,"20120111","20120331","1"
"E100530","24202","15713","81","GBP","30500","42",,"20120401","20120630","1"
"E100530","24203","15715","81","GBP","33437.5","42",,"20120701","20121231","1"
"E100530","24204","15717","81","GBP","36375","42",,"20130101","20130331","1"
"E100530","24205","15719","81","GBP","40338","42",,"20130401","20130531","1"
"E100530","24206","15721","81","GBP","47500","42",,"20130601","20130731","1"
"E100530","24207","15723","81","GBP","49000","42",,"20130801","20130801","1"
"E100530","24208","15725","81","GBP","64000","42",,"20130802","20131231","1"
"E100530","24209","15727","81","GBP","64250","42",,"20140101","20140331","1"
"E100530","24210","15729","81","GBP","68250","42",,"20140401","20150331","1"
"E100530","24211","15731","81","GBP","72250","42",,"20150401","20150531","1"
"E100530","24212","15733","81","GBP","90000","42",,"20150601","99991231","1"
"E100531","24213","15735","81","BMD","70000","42",,"20110419","20120331","1"
"E100531","24214","15737","81","BMD","72100","42",,"20120401","20130331","1"
"E100531","24215","15738","81","BMD","74300","42",,"20130401","20140331","1"
"E100531","24216","15740","81","BMD","76250","42",,"20140401","20150331","1"
"E100531","24217","15742","81","BMD","83880","42",,"20150401","20160331","1"
"E100531","24218","15743","81","BMD","86500","42",,"20160401","99991231","1"
"E100532","24219","15745","81","GBP","98000","42",,"20110315","20111031","1"
"E100532","24220","15748","81","GBP","98600","42",,"20111101","20120228","1"
"E100532","24221","15749","81","GBP","115000","42",,"20120301","20130331","1"
"E100532","24222","15751","81","GBP","116700","42",,"20130401","99991231","1"
"E100533","24223","15753","81","GBP","24000","42",,"20110322","20120211","1"
"E100533","24224","15755","81","GBP","0","42",,"20120212","20120306","1"
"E100533","24225","15757","81","GBP","19200","42",,"20120307","20130318","1"
"E100533","24226","15759","81","GBP","24000","42",,"20130319","99991231","1"
"E100534","24227","15761","81","USD","100000","42",,"20110301","20120331","1"
"E100534","24228","15763","81","USD","115000","42",,"20120401","20120831","1"
"E100534","24229","15765","81","USD","122000","42",,"20120901","20130331","1"
"E100534","24230","15767","81","USD","125500","42",,"20130401","20140331","1"
"E100534","24231","15769","81","USD","129520","42",,"20140401","20150331","1"
"E100534","24232","15771","81","USD","134520","42",,"20150401","20150715","1"
"E100534","24233","15773","81","USD","142000","42",,"20150716","20160208","1"
"E100597","24584","16199","81","GBP","48460","42",,"20140401","20140630","1"
"E100597","24585","16205","81","GBP","54460","42",,"20140701","20150331","1"
"E100597","24586","16209","81","GBP","60000","42",,"20150401","20150401","1"
"E100597","24587","16213","81","GBP","61360","42",,"20150402","20160331","1"
"E100597","24588","16217","81","GBP","63200","42",,"20160401","99991231","1"
"E100598","24589","16221","81","GBP","15990","42",,"20110816","20110824","1"
"E100598","24590","16225","81","GBP","0","42",,"20110825","20130729","1"
"E100598","24591","16229","81","GBP","16000","42",,"20130730","20140328","1"
"E100598","24592","16233","81","GBP","20000","42",,"20140329","20150331","1"
"E100598","24593","16244","81","GBP","23000","42",,"20150401","20160331","1"
"E100598","24594","16248","81","GBP","28000","42",,"20160401","20160731","1"
"E100598","24595","16251","81","GBP","30000","42",,"20160801","20161231","1"
"E100599","24596","16255","81","GBP","0","42",,"20110913","20110919","1"
"E100599","24597","16259","81","GBP","32000","42",,"20110920","20120331","1"
"E100599","24598","16264","81","GBP","32800","42",,"20120401","20130331","1"
"E100599","24599","16268","81","GBP","33800","42",,"20130401","20130430","1"
"E100599","24600","16271","81","GBP","37000","42",,"20130501","20140331","1"
"E100599","24601","16274","81","GBP","40000","42",,"20140401","20150331","1"
"E100599","24602","16277","81","GBP","42000","42",,"20150401","20160331","1"
"E100599","24603","16287","81","GBP","43250","42",,"20160401","99991231","1"
"E100600","24604","16288","81","GBP","85000","42",,"20111101","20120331","1"
"E100600","24605","16296","81","GBP","86500","42",,"20120401","20130331","1"
"E100600","24606","16299","81","GBP","89000","42",,"20130401","20140331","1"
"E100600","24607","16302","81","GBP","91220","42",,"20140401","20141130","1"
"E100600","24608","16305","81","GBP","125000","42",,"20141201","20150331","1"
"E100600","24609","16311","81","GBP","129380","42",,"20150401","20160331","1"
"E100600","24610","16315","81","GBP","132600","42",,"20160401","99991231","1"
"E100601","24611","16318","81","GBP","47500","42",,"20111004","20120331","1"
"E100601","24612","16322","81","GBP","48900","42",,"20120401","20121130","1"
"E100601","24613","16324","81","GBP","60000","42",,"20121201","20130731","1"
"E100601","24614","16328","81","GBP","65000","42",,"20130801","20140331","1"
"E100601","24615","16332","81","GBP","65650","42",,"20140401","20150331","1"
"E100601","24616","16336","81","GBP","73600","42",,"20150401","99991231","1"
"E100602","24617","16339","81","GBP","104000","42",,"20110823","20111217","1"
"E100602","24618","16343","81","GBP","0","42",,"20111218","20120116","1"
"E100602","24619","16346","81","GBP","80000","42",,"20120117","20130331","1"
"E100602","24620","16350","81","GBP","82400","42",,"20130401","20140331","1"
"E100597","24583","16192","81","GBP","46600","42",,"20130401","20140331","1"
"E100522","24158","15615","81","USD","311000","42",,"20140401","20150331","1"
"E100522","24159","15616","81","USD","319550","42",,"20150401","20160331","1"
"E100522","24160","15617","81","USD","327220","42",,"20160401","99991231","1"
"E100523","24161","15620","81","USD","135000","42",,"20110118","20120331","1"
"E100523","24162","15622","81","USD","150000","42",,"20120401","20130331","1"
"E100523","24163","15624","81","USD","159000","42",,"20130401","20140131","1"
"E100523","24164","15626","81","USD","200000","42",,"20140201","20140715","1"
"E100523","24165","15628","81","USD","200000","42",,"20140716","99991231","1"
"E100524","24166","15630","81","GBP","0","42",,"20110118","20110209","1"
"E100524","24167","15632","81","USD","280000","42",,"20110210","20120331","1"
"E100524","24168","15634","81","USD","285600","42",,"20120401","20130331","1"
"E100524","24169","15636","81","USD","291500","42",,"20130401","20140331","1"
"E100524","24170","15638","81","USD","300240","42",,"20140401","20150331","1"
"E100524","24171","15654","81","USD","308500","42",,"20150401","20160331","1"
"E100524","24172","15656","81","USD","317760","42",,"20160401","99991231","1"
"E100525","24173","15658","81","GBP","0","42",,"20110120","20110209","1"
"E100525","24174","15660","81","USD","165000","42",,"20110210","20120331","1"
"E100525","24175","15662","81","USD","171600","42",,"20120401","20130114","1"
"E100525","24176","15663","81","USD","200000","42",,"20130115","20140331","1"
"E100525","24177","15665","81","USD","206000","42",,"20140401","20140430","1"
"E100525","24178","15667","81","USD","225570","42",,"20140501","20150331","1"
"E100525","24179","15669","81","USD","232340","42",,"20150401","20160715","1"
"E100525","24180","15671","81","USD","200000","42",,"20160716","99991231","1"
"E100526","24181","15673","81","GBP","35000","42",,"20110215","20110831","1"
"E100526","24182","15675","81","GBP","35000","42",,"20110901","20130331","1"
"E100526","24183","15677","81","GBP","36500","42",,"20130401","20140331","1"
"E100526","24184","15679","81","GBP","37600","42",,"20140401","20150331","1"
"E100526","24185","15681","81","GBP","38600","42",,"20150401","20160331","1"
"E100526","24186","15683","81","GBP","39760","42",,"20160401","99991231","1"
"E100527","24187","15685","81","USD","235000","42",,"20110118","20120331","1"
"E100527","24188","15687","81","USD","239700","42",,"20120401","20130331","1"
"E100527","24189","15689","81","USD","244700","42",,"20130401","20140331","1"
"E100527","24190","15690","81","USD","252050","42",,"20140401","20150331","1"
"E100527","24191","15692","81","USD","259610","42",,"20150401","20160331","1"
"E100527","24192","15694","81","USD","267400","42",,"20160401","99991231","1"
"E100528","24193","15696","81","USD","35000","42",,"20110208","20120331","1"
"E100528","24194","15698","81","USD","36500","42",,"20120401","20120403","1"
"E100522","24157","15614","81","USD","301800","42",,"20130401","20140331","1"
"E100515","24118","15547","81","GBP","40000","42",,"20110222","20111231","1"
"E100515","24119","15549","81","GBP","44000","42",,"20120111","20130331","1"
"E100515","24120","15551","81","GBP","45300","42",,"20130401","20131031","1"
"E100515","24121","15553","81","GBP","51000","42",,"20131101","20140331","1"
"E100515","24122","15555","81","GBP","51750","42",,"20140401","20150331","1"
"E100515","24123","15557","81","GBP","53550","42",,"20150401","20160331","1"
"E100515","24124","15559","81","GBP","55160","42",,"20160401","99991231","1"
"E100516","24125","15561","81","GBP","55000","42",,"20110510","20120331","1"
"E100516","24126","15563","81","GBP","56700","42",,"20120401","20130331","1"
"E100516","24127","15565","81","GBP","58500","42",,"20130401","99991231","1"
"E100517","24128","15567","81","USD","400000","42",,"20110118","20120331","1"
"E100517","24129","15569","81","USD","410000","42",,"20120401","20130331","1"
"E100517","24130","15571","81","USD","422300","42",,"20130401","20140331","1"
"E100517","24131","15573","81","USD","434970","42",,"20140401","20140630","1"
"E100517","24132","15575","81","USD","475000","42",,"20140701","20150331","1"
"E100517","24133","15577","81","USD","494000","42",,"20150401","20150531","1"
"E100517","24134","15579","81","USD","550000","42",,"20150601","99991231","1"
"E100518","24135","15581","81","USD","225000","42",,"20110121","20120331","1"
"E100518","24136","15583","81","USD","229500","42",,"20120401","99991231","1"
"E100519","24137","15585","81","USD","140000","42",,"20110121","20120331","1"
"E100519","24138","15587","81","USD","150000","42",,"20120401","20130331","1"
"E100519","24139","15589","81","USD","156000","42",,"20130401","20140331","1"
"E100519","24140","15591","81","USD","160680","42",,"20140401","20140630","1"
"E100519","24141","15593","81","USD","200000","42",,"20140701","20150331","1"
"E100519","24142","15595","81","USD","206000","42",,"20150401","20160331","1"
"E100519","24143","15597","81","USD","215270","42",,"20160401","99991231","1"
"E100520","24144","15599","81","USD","255000","42",,"20110118","20120331","1"
"E100520","24145","15601","81","USD","280000","42",,"20120401","20130331","1"
"E100520","24146","15603","81","USD","298000","42",,"20130401","20140331","1"
"E100520","24147","15604","81","USD","307000","42",,"20140401","20140715","1"
"E100520","24148","15605","81","USD","347000","42",,"20140716","20150331","1"
"E100520","24149","15606","81","USD","355680","42",,"20150401","20150531","1"
"E100520","24150","15607","81","USD","390000","42",,"20150601","20150630","1"
"E100520","24151","15608","81","USD","390000","42",,"20150701","20160331","1"
"E100520","24152","15609","81","USD","397800","42",,"20160401","99991231","1"
"E100521","24153","15610","81","GBP","58000","42",,"20110506","20120331","1"
"E100521","24154","15611","81","GBP","60000","42",,"20120401","99991231","1"
"E100522","24155","15612","81","USD","290000","42",,"20110118","20120331","1"
"E100522","24156","15613","81","USD","295800","42",,"20120401","20130331","1"
"E100509","24079","15471","81","GBP","30600","42",,"20130401","20130531","1"
"E100509","24080","15472","81","GBP","30850","42",,"20130601","20130630","1"
"E100509","24081","15474","81","GBP","31700","42",,"20130701","20130831","1"
"E100509","24082","15478","81","GBP","37000","42",,"20130901","20140331","1"
"E100509","24083","15479","81","GBP","40000","42",,"20140401","20141031","1"
"E100509","24084","15480","81","GBP","45000","42",,"20141101","20150131","1"
"E100509","24085","15482","81","GBP","60000","42",,"20150201","20151231","1"
"E100509","24086","15483","81","GBP","75000","42",,"20160101","99991231","1"
"E100510","24087","15485","81","GBP","0","42",,"20110111","99991231","1"
"E100511","24088","15487","81","GBP","55000","42",,"20110208","20120331","1"
"E100511","24089","15489","81","GBP","57000","42",,"20120401","20130321","1"
"E100511","24090","15491","81","GBP","65000","42",,"20130322","20130415","1"
"E100511","24091","15493","81","GBP","30642.86","42",,"20130416","20130515","1"
"E100511","24092","15495","81","GBP","36214.28","42",,"20130516","20130831","1"
"E100511","24093","15497","81","GBP","39000","42",,"20130901","20140331","1"
"E100511","24094","15499","81","GBP","40170","42",,"20140401","20150331","1"
"E100511","24095","15501","81","GBP","41380","42",,"20150401","20160331","1"
"E100511","24096","15503","81","GBP","42620","42",,"20160401","20161231","1"
"E100512","24097","15505","81","GBP","0","42",,"20110226","20110322","1"
"E100512","24098","15507","81","GBP","43000","42",,"20110323","20120331","1"
"E100512","24099","15509","81","GBP","50000","42",,"20120401","20120930","1"
"E100512","24100","15511","81","GBP","57500","42",,"20121001","20130331","1"
"E100512","24101","15513","81","GBP","65000","42",,"20130401","20140331","1"
"E100512","24102","15515","81","GBP","67600","42",,"20140401","99991231","1"
"E100513","24103","15517","81","GBP","0","42",,"20110226","20110322","1"
"E100513","24104","15519","81","GBP","120000","42",,"20110323","20120331","1"
"E100513","24105","15521","81","GBP","123600","42",,"20120401","20120630","1"
"E100513","24106","15523","81","GBP","138600","42",,"20120701","20130331","1"
"E100513","24107","15525","81","GBP","147100","42",,"20130401","20140331","1"
"E100513","24108","15527","81","GBP","152980","42",,"20140401","20150331","1"
"E100513","24109","15529","81","GBP","160020","42",,"20150401","20160331","1"
"E100513","24110","15531","81","GBP","172020","42",,"20160401","99991231","1"
"E100514","24111","15533","81","GBP","45000","42",,"20110308","20120331","1"
"E100514","24112","15535","81","GBP","54000","42",,"20120401","20120731","1"
"E100514","24113","15537","81","GBP","62500","42",,"20120801","20130331","1"
"E100514","24114","15539","81","GBP","64500","42",,"20130401","20131231","1"
"E100514","24115","15541","81","GBP","75000","42",,"20140101","20150331","1"
"E100514","24116","15543","81","GBP","78750","42",,"20150401","20160331","1"
"E100514","24117","15545","81","GBP","83480","42",,"20160401","99991231","1"
"E100505","24040","16760","81","USD","97900","42",,"20120401","20130331","1"
"E100505","24041","16768","81","USD","100000","42",,"20130401","20140331","1"
"E100505","24042","16772","81","USD","102200","42",,"20140401","20150331","1"
"E100505","24043","16774","81","USD","105200","42",,"20150401","20160331","1"
"E100505","24044","16777","81","USD","107940","42",,"20160401","99991231","1"
"E100506","24045","16784","81","USD","60000","42",,"20110106","20120331","1"
"E100506","24046","16788","81","USD","61200","42",,"20120401","20130331","1"
"E100506","24047","16794","81","USD","62400","42",,"20130401","20140331","1"
"E100506","24048","16799","81","USD","64100","42",,"20140401","20150331","1"
"E100506","24049","16804","81","USD","66020","42",,"20150401","20160331","1"
"E100506","24050","16809","81","USD","69000","42",,"20160401","20161217","1"
"E100507","24051","16818","81","EUR","120000","42",,"20110501","20120331","1"
"E100507","24052","16826","81","EUR","123000","42",,"20120401","20130331","1"
"E100507","24053","16831","81","EUR","126000","42",,"20130401","99991231","1"
"E100508","24054","16836","81","GBP","27000","42",,"20110412","20110930","1"
"E100508","24055","16841","81","GBP","27500","42",,"20111001","20120331","1"
"E100508","24056","16846","81","GBP","28000","42",,"20120401","20120430","1"
"E100508","24057","16851","81","GBP","28500","42",,"20120501","20121031","1"
"E100508","24058","16856","81","GBP","29050","42",,"20121101","20121130","1"
"E100508","24059","16861","81","GBP","29550","42",,"20121201","20130141","1"
"E100508","24060","16864","81","GBP","29800","42",,"20130181","20130331","1"
"E100508","24061","16867","81","GBP","30800","42",,"20130401","20130507","1"
"E100508","24062","16870","81","GBP","35000","42",,"20130508","20130630","1"
"E100508","24063","16881","81","GBP","35550","42",,"20130701","20131231","1"
"E100508","24064","16887","81","GBP","36050","42",,"20140101","20140331","1"
"E100508","24065","16894","81","GBP","38050","42",,"20140401","20140630","1"
"E100508","24066","16900","81","GBP","45000","42",,"20140701","20150331","1"
"E100508","24067","16905","81","GBP","49500","42",,"20150401","20150731","1"
"E100508","24068","16930","81","GBP","60000","42",,"20150801","20160331","1"
"E100508","24069","16935","81","GBP","63000","42",,"20160401","20160930","1"
"E100508","24070","16941","81","GBP","75000","42",,"20161001","20161231","1"
"E100509","24071","15456","81","GBP","27000","42",,"20110906","20120131","1"
"E100509","24072","15458","81","GBP","27250","42",,"20120201","20120331","1"
"E100509","24073","15460","81","GBP","27750","42",,"20120401","20120430","1"
"E100509","24074","15462","81","GBP","28250","42",,"20120501","20120531","1"
"E100509","24075","15464","81","GBP","28500","42",,"20120601","20120630","1"
"E100509","24076","15466","81","GBP","28750","42",,"20120701","20120930","1"
"E100509","24077","15468","81","GBP","29050","42",,"20121001","20121031","1"
"E100509","24078","15470","81","GBP","29600","42",,"20121101","20130331","1"
"E100501","24002","16595","81","EUR","21500","42",,"20120401","20130331","1"
"E100501","24003","16598","81","EUR","22200","42",,"20130401","20140331","1"
"E100501","24004","16601","81","EUR","22870","42",,"20140401","20150331","1"
"E100501","24005","16604","81","EUR","23330","42",,"20150401","20160331","1"
"E100501","24006","16607","81","EUR","24000","42",,"20160401","99991231","1"
"E100502","24007","16609","81","GBP","27000","42",,"20110906","20111231","1"
"E100502","24008","16613","81","GBP","29250","42",,"20120111","20120331","1"
"E100502","24009","16617","81","GBP","29800","42",,"20120401","20120430","1"
"E100502","24010","16620","81","GBP","31300","42",,"20120501","20121231","1"
"E100502","24011","16623","81","GBP","33550","42",,"20130101","20130331","1"
"E100502","24012","16626","81","GBP","34600","42",,"20130401","20130731","1"
"E100502","24013","16629","81","GBP","36600","42",,"20130801","20130831","1"
"E100502","24014","16632","81","GBP","44000","42",,"20130901","20131231","1"
"E100502","24015","16637","81","GBP","45500","42",,"20140101","20140131","1"
"E100502","24016","16642","81","GBP","45750","42",,"20140201","20140331","1"
"E100502","24017","16647","81","GBP","48750","42",,"20140401","20140731","1"
"E100502","24018","16652","81","GBP","50250","42",,"20140801","20141231","1"
"E100502","24019","16661","81","GBP","51750","42",,"20150101","20150131","1"
"E100502","24020","16664","81","GBP","52500","42",,"20150201","20150331","1"
"E100502","24021","16669","81","GBP","80000","42",,"20150401","20160331","1"
"E100502","24022","16673","81","GBP","88000","42",,"20160401","99991231","1"
"E100503","24023","16678","81","GBP","82000","42",,"20110308","20120331","1"
"E100503","24024","16683","81","GBP","84500","42",,"20120401","20130331","1"
"E100503","24025","16688","81","GBP","86700","42",,"20130401","20140331","1"
"E100503","24026","16693","81","GBP","88650","42",,"20140401","20150331","1"
"E100503","24027","16698","81","GBP","91310","42",,"20150401","20160331","1"
"E100503","24028","16706","81","GBP","94050","42",,"20160401","99991231","1"
"E100504","24029","16709","81","GBP","26000","42",,"20110210","20120331","1"
"E100504","24030","16714","81","GBP","27000","42",,"20120401","20120630","1"
"E100504","24031","16718","81","GBP","27250","42",,"20120701","20120831","1"
"E100504","24032","16723","81","GBP","27500","42",,"20120901","20121031","1"
"E100504","24033","16728","81","GBP","27750","42",,"20121101","20130331","1"
"E100504","24034","16733","81","GBP","29300","42",,"20130401","20131031","1"
"E100504","24035","16737","81","GBP","35000","42",,"20131101","20140331","1"
"E100504","24036","16743","81","GBP","38500","42",,"20140401","20150331","1"
"E100504","24037","16749","81","GBP","39660","42",,"20150401","20160331","1"
"E100504","24038","16753","81","GBP","40850","42",,"20160401","99991231","1"
"E100505","24039","16757","81","USD","95000","42",,"20110101","20120331","1"
"E100453","23652","15572","81","USD","46400","42",,"20130401","20140331","1"
"E100453","23653","15574","81","USD","47750","42",,"20140401","20150331","1"
"E100453","23654","15576","81","USD","48950","42",,"20150401","20160201","1"
"E100453","23655","15578","81","USD","36400","42",,"20160202","99991231","1"
"E100454","23656","15580","81","GBP","19200","42",,"20100810","20110207","1"
"E100454","23657","15582","81","GBP","21000","42",,"20110208","20120331","1"
"E100454","23658","15584","81","GBP","21500","42",,"20120401","20130331","1"
"E100454","23659","15586","81","GBP","22000","42",,"20130401","20140331","1"
"E100454","23660","15588","81","GBP","22440","42",,"20140401","20140630","1"
"E100454","23661","15590","81","GBP","37400","42",,"20140701","20140831","1"
"E100454","23662","15592","81","GBP","22440","42",,"20140901","99991231","1"
"E100455","23663","15594","81","GBP","110000","42",,"20100930","20110331","1"
"E100455","23664","15596","81","GBP","112500","42",,"20110401","20120331","1"
"E100455","23665","15598","81","GBP","130000","42",,"20120401","20130331","1"
"E100455","23666","15600","81","GBP","150000","42",,"20130401","20140331","1"
"E100455","23667","15602","81","GBP","154310","42",,"20140401","20150331","1"
"E100455","23668","15618","81","GBP","160510","42",,"20150401","20160331","1"
"E100455","23669","15619","81","GBP","177500","42",,"20160401","99991231","1"
"E100456","23670","15621","81","GBP","0","42",,"20100708","20120501","1"
"E100456","23671","15623","81","GBP","40000","42",,"20120502","20130331","1"
"E100456","23672","15625","81","GBP","41100","42",,"20130401","20140331","1"
"E100456","23673","15627","81","GBP","42300","42",,"20140401","20150331","1"
"E100456","23674","15629","81","GBP","43700","42",,"20150401","20160331","1"
"E100456","23675","15631","81","GBP","45000","42",,"20160401","99991231","1"
"E100457","23676","15633","81","GBP","82500","42",,"20100803","20110331","1"
"E100457","23677","15635","81","GBP","84200","42",,"20110401","20120331","1"
"E100457","23678","15637","81","GBP","86700","42",,"20120401","20130331","1"
"E100457","23679","15639","81","GBP","89400","42",,"20130401","20140331","1"
"E100457","23680","15640","81","GBP","92080","42",,"20140401","20150331","1"
"E100457","23681","15641","81","GBP","94840","42",,"20150401","20151231","1"
"E100457","23682","15642","81","GBP","115000","42",,"20160101","99991231","1"
"E100458","23683","15643","81","GBP","129900","42",,"20100921","20110331","1"
"E100458","23684","15644","81","GBP","132500","42",,"20110401","20120331","1"
"E100458","23685","15645","81","GBP","136500","42",,"20120401","20121231","1"
"E100458","23686","15646","81","GBP","68250","42",,"20130101","99991231","1"
"E100459","23687","15647","81","GBP","26000","42",,"20100901","20110331","1"
"E100459","23688","15648","81","GBP","26200","42",,"20110401","20120331","1"
"E100459","23689","15649","81","GBP","26800","42",,"20120401","20130331","1"
"E100459","23690","15650","81","GBP","27600","42",,"20130401","20130731","1"
"E100450","23613","15494","81","BMD","74000","42",,"20110401","20110630","1"
"E100450","23614","15496","81","BMD","85000","42",,"20110701","20120331","1"
"E100450","23615","15498","81","BMD","88400","42",,"20120401","20130331","1"
"E100450","23616","15500","81","BMD","90100","42",,"20130401","20140331","1"
"E100450","23617","15502","81","BMD","92300","42",,"20140401","20150331","1"
"E100450","23618","15504","81","BMD","94300","42",,"20150401","20160331","1"
"E100450","23619","15506","81","BMD","97100","42",,"20160401","99991231","1"
"E100451","23620","15508","81","GBP","21500","42",,"20100708","20120113","1"
"E100451","23621","15510","81","GBP","19964.3","42",,"20120114","20120228","1"
"E100451","23622","15512","81","GBP","22800","42",,"20120301","20120831","1"
"E100451","23623","15514","81","GBP","23050","42",,"20120901","20121031","1"
"E100451","23624","15516","81","GBP","23550","42",,"20121101","20130103","1"
"E100451","23625","15518","81","GBP","20289.23","42",,"20130104","20130141","1"
"E100451","23626","15520","81","GBP","20539.23","42",,"20130181","20130318","1"
"E100451","23627","15522","81","GBP","21600","42",,"20130319","20130415","1"
"E100451","23628","15524","81","GBP","27000","42",,"20130416","20130630","1"
"E100451","23629","15526","81","GBP","27250","42",,"20130701","20131231","1"
"E100451","23630","15528","81","GBP","27500","42",,"20140101","20140331","1"
"E100451","23631","15530","81","GBP","29000","42",,"20140401","20140401","1"
"E100451","23632","15532","81","GBP","29250","42",,"20140402","20140630","1"
"E100451","23633","15534","81","GBP","29750","42",,"20140701","20141231","1"
"E100451","23634","15536","81","GBP","30050","42",,"20150101","20150331","1"
"E100451","23635","15538","81","GBP","30940","42",,"20150401","20150930","1"
"E100451","23636","15540","81","GBP","33250","42",,"20151001","20151231","1"
"E100451","23637","15542","81","GBP","33550","42",,"20160101","20160331","1"
"E100451","23638","15544","81","GBP","34550","42",,"20160401","99991231","1"
"E100452","23639","15546","81","GBP","0","42",,"20100706","20100707","1"
"E100452","23640","15548","81","USD","185000","42",,"20100708","20110331","1"
"E100452","23641","15550","81","USD","188700","42",,"20110401","20120331","1"
"E100452","23642","15552","81","USD","194400","42",,"20120401","20130331","1"
"E100452","23643","15554","81","USD","200200","42",,"20130401","20130630","1"
"E100452","23644","15556","81","USD","210200","42",,"20130701","20140210","1"
"E100452","23645","15558","81","GBP","140000","42",,"20140211","20140331","1"
"E100452","23646","15560","81","GBP","144615","42",,"20140401","20150331","1"
"E100452","23647","15562","81","GBP","150615","42",,"20150401","20151231","1"
"E100452","23648","15564","81","GBP","153500","42",,"20160101","99991231","1"
"E100453","23649","15566","81","USD","42500","42",,"20100701","20110331","1"
"E100453","23650","15568","81","USD","43400","42",,"20110401","20120331","1"
"E100453","23651","15570","81","USD","44800","42",,"20120401","20130331","1"
"E100444","23574","15434","81","CHF","211191","42",,"20150401","20150526","1"
"E100444","23575","15435","81","USD","252090","42",,"20150527","20160331","1"
"E100444","23576","15436","81","USD","258390","42",,"20160401","99991231","1"
"E100445","23577","15437","81","GBP","34000","42",,"20100727","20110331","1"
"E100445","23578","15438","81","GBP","36500","42",,"20110401","20120331","1"
"E100445","23579","15439","81","GBP","37700","42",,"20120401","20130102","1"
"E100445","23580","15440","81","GBP","22620","42",,"20130103","20130331","1"
"E100445","23581","15441","81","GBP","23600","42",,"20130401","99991231","1"
"E100446","23582","15442","81","GBP","72500","42",,"20100831","20110331","1"
"E100446","23583","15443","81","GBP","74700","42",,"20110401","20110831","1"
"E100446","23584","15444","81","GBP","105000","42",,"20110901","20120331","1"
"E100446","23585","15445","81","GBP","108200","42",,"20120401","20130331","1"
"E100446","23586","15446","81","GBP","111500","42",,"20130401","20160705","1"
"E100446","23587","15447","81","GBP","150000","42",,"20160706","99991231","1"
"E100447","23588","15448","81","GBP","34000","42",,"20100803","20101031","1"
"E100447","23589","15449","81","GBP","34600","42",,"20101101","20101130","1"
"E100447","23590","15450","81","GBP","34850","42",,"20101201","20110131","1"
"E100447","23591","15451","81","GBP","35100","42",,"20110201","20110331","1"
"E100447","23592","15452","81","GBP","37100","42",,"20110401","20110430","1"
"E100447","23593","15453","81","GBP","37700","42",,"20110501","20120331","1"
"E100447","23594","15454","81","GBP","45000","42",,"20120401","20130331","1"
"E100447","23595","15455","81","GBP","57500","42",,"20130401","20130628","1"
"E100447","23596","15457","81","GBP","57500","42",,"20130629","99991231","1"
"E100448","23597","15459","81","USD","85000","42",,"20100629","20110331","1"
"E100448","23598","15461","81","USD","86200","42",,"20110401","20120331","1"
"E100448","23599","15463","81","USD","88800","42",,"20120401","20130331","1"
"E100448","23600","15465","81","USD","90300","42",,"20130401","20140331","1"
"E100448","23601","15467","81","USD","93000","42",,"20140401","20150331","1"
"E100448","23602","15469","81","USD","95000","42",,"20150401","20160331","1"
"E100448","23603","15473","81","USD","96900","42",,"20160401","99991231","1"
"E100449","23604","15475","81","GBP","50000","42",,"20101007","20110331","1"
"E100449","23605","15476","81","GBP","51000","42",,"20110401","20120331","1"
"E100449","23606","15477","81","GBP","52600","42",,"20120401","20130331","1"
"E100449","23607","15481","81","GBP","54800","42",,"20130401","20140331","1"
"E100449","23608","15484","81","GBP","56170","42",,"20140401","20150331","1"
"E100449","23609","15486","81","GBP","57860","42",,"20150401","20150531","1"
"E100449","23610","15488","81","GBP","46288","42",,"20150601","20160228","1"
"E100449","23611","15490","81","GBP","60000","42",,"20160301","99991231","1"
"E100450","23612","15492","81","BMD","72500","42",,"20100701","20110331","1"
"E100439","23535","15393","81","USD","80000","42",,"20130401","20130731","1"
"E100439","23536","15395","81","USD","95000","42",,"20130801","20140331","1"
"E100439","23537","15397","81","USD","102000","42",,"20140401","20150331","1"
"E100439","23538","15398","81","USD","110000","42",,"20150401","20160331","1"
"E100439","23539","15399","81","USD","114000","42",,"20160401","99991231","1"
"E100440","23540","15400","81","GBP","38000","42",,"20100601","20110331","1"
"E100440","23541","15401","81","GBP","39600","42",,"20110401","20120331","1"
"E100440","23542","15402","81","GBP","41200","42",,"20120401","20120925","1"
"E100440","23543","15403","81","GBP","50000","42",,"20120926","20130331","1"
"E100440","23544","15404","81","GBP","52000","42",,"20130401","20140331","1"
"E100440","23545","15405","81","GBP","54000","42",,"20140401","99991231","1"
"E100441","23546","15406","81","GBP","27000","42",,"20100622","20110331","1"
"E100441","23547","15407","81","GBP","32000","42",,"20110401","20110630","1"
"E100441","23548","15408","81","GBP","37500","42",,"20110701","20120331","1"
